,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome
1291,41,0,1,1,0,979.0,0,0,0,27,1,34,15,-1,0,3
1292,27,1,1,1,0,-59.0,0,1,0,8,5,154,3,-1,0,3
1293,52,4,1,2,0,271.0,1,0,0,5,8,99,1,-1,0,3
1294,27,9,2,1,0,1381.6510878323932,1,0,2,8,8,192,2,-1,0,3
1295,29,1,2,2,0,-803.0,1,1,0,6,8,827,1,329,9,0
1296,48,4,1,1,0,11146.0,0,0,2,6,6,136,1,-1,0,3
1297,48,9,1,1,0,127.0,0,1,0,7,1,524,5,-1,0,3
1298,55,6,1,1,0,2678.0,0,1,0,18,1,151,2,-1,0,3
1299,31,9,2,2,0,387.0,0,0,0,4,1,149,1,-1,0,3
1300,49,1,2,2,0,354.0,1,0,2,19,8,166,3,-1,0,3
1301,41,4,1,1,0,1956.0,0,0,0,4,8,114,6,168,11,1
1302,63,4,1,2,0,3115.0,0,0,0,16,9,432,5,-1,0,3
1303,26,7,2,1,0,127.0,1,1,0,23,5,85,3,-1,0,3
1304,36,0,1,1,0,68.0,0,1,0,8,5,85,4,-1,0,3
1305,56,4,1,2,0,4889.0,0,0,0,22,1,705,4,-1,0,3
1306,41,4,0,2,0,4495.0,1,0,0,11,1,55,5,-1,0,3
1307,52,2,1,0,0,2138.0,0,0,2,17,6,134,1,-1,0,3
1308,32,6,1,1,0,409.0,0,0,0,9,7,217,2,-1,0,3
1309,40,1,1,3,0,87.0,1,0,0,13,8,477,3,-1,0,3
1310,30,9,2,1,0,-232.0,0,1,0,7,1,-20,2,-1,0,3
1311,27,4,1,2,0,312.0,0,0,1,5,3,251,1,-1,0,3
1312,34,0,1,0,0,412.0,1,0,0,30,5,134,2,-1,0,3
1313,49,9,1,2,0,2611.0,0,0,0,20,0,194,2,-1,0,3
1314,56,1,1,1,0,1210.0,0,0,2,11,6,935,1,-1,0,3
1315,38,10,2,1,0,7159.0,0,0,1,30,5,285,2,-1,0,3
1316,83,5,1,2,0,4761.0,0,0,1,9,6,294,2,93,1,2
1317,38,1,1,1,0,1381.6510878323932,1,0,2,9,6,37,1,-1,0,3
1318,33,4,1,2,0,4570.0,0,0,0,22,1,1258,2,-1,0,3
1319,34,9,1,3,0,4053.0,1,0,2,23,8,123,2,-1,0,3
1320,54,9,0,1,0,221.0,0,0,0,11,1,413,2,-1,0,3
1321,48,4,0,1,0,635.0,0,0,2,9,6,236,2,-1,0,3
1322,26,1,2,1,0,96.0,1,0,2,12,8,181,2,-1,0,3
1323,55,3,1,0,0,1233.0,0,0,0,28,1,97,2,-1,0,3
1324,54,3,1,1,0,1182.0,1,0,0,6,8,118,2,241,2,0
1325,35,4,2,2,0,18111.0,0,0,0,14,1,172,4,-1,0,3
1326,37,0,1,1,0,1559.0,0,0,0,27,8,81,1,-1,0,3
1327,26,8,2,1,0,1164.0,0,0,0,9,5,116,1,301,1,1
1328,48,1,2,0,0,623.0,1,0,0,2,3,1425,2,-1,0,3
1329,58,9,0,1,0,553.0,1,0,0,28,5,174,2,-1,0,3
1330,43,4,2,2,0,0.0,0,0,0,28,1,331,2,-1,0,3
1331,40,1,1,0,0,2880.0,1,0,2,6,8,145,2,-1,0,3
1332,27,7,2,1,0,437.0,1,1,2,30,8,275,2,-1,0,3
1333,34,4,1,2,0,436.0,1,0,0,17,0,28,1,345,1,0
1334,51,9,1,1,0,52.0,0,0,0,13,1,114,2,-1,0,3
1335,51,1,1,0,0,14.0,1,1,0,20,0,233,2,329,1,0
1336,50,1,1,1,0,0.0,0,0,0,27,1,78,3,-1,0,3
1337,65,5,1,1,0,1176.0,0,0,0,6,1,111,2,184,1,0
1338,45,7,1,1,0,1181.0,1,0,0,7,1,141,3,-1,0,3
1339,51,3,1,2,0,3122.0,1,0,2,30,8,33,2,-1,0,3
1340,35,0,1,1,0,1381.6510878323932,1,0,0,5,8,131,1,-1,0,3
1341,34,4,2,2,0,395.0,1,0,0,16,0,316,2,-1,0,3
1342,41,1,1,1,0,382.0,1,0,1,17,0,218,2,-1,0,3
1343,38,1,1,0,0,-42.0,1,0,0,14,8,87,1,-1,0,3
1344,47,1,2,1,0,1976.0,0,1,0,20,9,82,1,-1,0,3
1345,39,4,2,2,0,0.0,1,0,0,6,3,13,8,9,2,1
1346,50,1,1,1,0,0.0,0,0,0,8,1,192,2,-1,0,3
1347,42,7,1,1,0,9277.0,1,0,0,15,8,395,2,361,3,1
1348,47,9,0,1,0,598.0,0,0,0,27,1,120,8,-1,0,3
1349,48,9,1,1,0,14148.0,1,0,0,18,1,85,2,-1,0,3
1350,24,0,2,2,0,805.0,1,0,0,5,8,169,2,-1,0,3
1351,41,0,2,0,0,1381.6510878323932,1,0,2,16,8,148,18,-1,0,3
1352,49,6,0,1,0,6116.0,1,0,0,21,9,43,1,-1,0,3
1353,41,7,0,2,0,1583.0,1,0,0,9,5,662,1,-1,0,3
1354,44,5,1,1,0,181.0,1,0,2,19,8,131,6,-1,0,3
1355,32,9,1,1,0,999.0,0,0,0,11,1,382,3,-1,0,3
1356,51,1,0,1,0,734.0,1,1,0,5,8,17,1,-1,0,3
1357,37,3,1,1,0,12939.0,1,1,0,16,5,39,9,-1,0,3
1358,41,1,1,1,0,-15.0,1,0,2,7,8,169,2,-1,0,3
1359,51,9,1,2,0,1347.0,1,1,0,30,0,116,1,79,2,2
1360,37,1,1,1,0,15801.0,1,0,2,14,8,456,9,-1,0,3
1361,55,4,1,2,0,1381.6510878323932,0,1,0,31,5,126,2,-1,0,3
1362,42,1,0,3,0,0.0,0,0,0,7,5,64,2,-1,0,3
1363,31,7,1,0,0,-212.0,0,1,0,20,9,911,4,-1,0,3
1364,28,7,2,0,0,302.0,0,0,2,3,6,248,9,-1,0,3
1365,25,2,2,2,0,16874.0,1,1,0,15,8,117,2,-1,0,3
1366,49,4,1,1,0,249.0,0,0,1,6,9,234,1,-1,0,3
1367,45,0,1,1,0,434.0,0,0,0,26,1,76,4,-1,0,3
1368,42,1,1,0,0,1556.0,0,1,0,8,5,113,1,-1,0,3
1369,51,3,1,0,0,1093.0,0,1,2,18,6,18,1,-1,0,3
1370,54,4,0,2,0,2625.0,1,0,0,26,1,67,3,-1,0,3
1371,46,1,1,1,0,922.0,0,1,0,14,5,151,2,-1,0,3
1372,32,9,2,2,0,2684.0,1,0,0,18,8,542,2,-1,0,3
1373,54,1,1,0,0,489.0,1,1,0,20,0,280,4,287,3,1
1374,31,4,1,2,0,557.0,1,0,0,18,5,111,1,-1,0,3
1375,34,9,1,1,0,19.0,1,0,2,5,8,362,4,-1,0,3
1376,39,6,1,2,0,585.0,1,0,0,18,9,48,1,181,3,0
1377,26,0,2,1,0,96.0,1,0,0,13,8,612,2,348,3,1
1378,35,7,1,1,0,-197.0,1,0,2,26,8,103,1,-1,0,3
1379,38,1,1,1,0,2283.0,1,0,0,14,5,221,3,-1,0,3
1380,51,1,1,0,0,3726.0,0,1,0,27,1,119,12,-1,0,3
1381,56,4,0,2,0,10532.0,0,0,0,7,1,324,1,-1,0,3
1382,26,4,2,1,0,565.0,1,0,2,6,6,582,11,-1,0,3
1383,31,9,2,1,0,1819.0,1,0,2,15,8,226,2,-1,0,3
1384,32,0,1,1,0,200.0,0,0,0,1,11,729,1,29,3,0
1385,39,1,1,1,0,983.0,1,0,2,6,8,97,1,-1,0,3
1386,40,0,2,1,0,985.0,1,0,0,15,0,313,2,145,5,1
1387,47,1,1,0,0,430.0,0,0,2,8,8,89,8,-1,0,3
1388,54,1,1,1,0,5521.0,1,0,0,7,0,581,2,-1,0,3
1389,32,4,2,2,0,223.0,0,0,0,29,4,365,1,-1,0,3
1390,25,1,2,1,0,158.0,1,1,0,16,5,231,2,-1,0,3
1391,59,1,1,1,0,12928.0,0,0,0,8,1,66,2,-1,0,3
1392,39,1,1,1,0,43.0,0,0,0,15,8,354,8,-1,0,3
1393,45,1,1,0,0,1381.6510878323932,1,0,0,12,8,204,1,364,1,0
1394,40,1,1,1,0,1381.6510878323932,1,1,1,13,9,72,1,-1,0,3
1395,29,6,1,1,0,123.0,0,1,0,21,0,158,2,181,1,2
1396,59,1,1,1,0,0.0,0,0,0,29,1,62,2,-1,0,3
1397,33,4,1,2,0,184.0,0,0,0,5,3,113,1,-1,0,3
1398,41,4,1,2,0,318.0,0,0,0,18,9,638,2,-1,0,3
1399,47,1,1,1,0,1730.0,1,0,0,30,0,231,1,-1,0,3
1400,49,1,1,1,0,3635.0,1,0,0,5,1,171,2,-1,0,3
1401,59,0,1,1,0,230.0,1,0,2,6,8,190,3,-1,0,3
1402,27,0,1,1,0,1417.0,1,0,0,15,8,143,2,343,3,0
1403,40,2,1,1,0,1532.0,1,1,0,18,9,173,7,-1,0,3
1404,51,7,1,1,0,1703.0,1,0,0,7,8,101,1,-1,0,3
1405,41,0,1,1,0,546.0,1,0,0,4,3,418,2,-1,0,3
1406,51,7,1,1,0,135.0,0,0,0,25,1,105,4,-1,0,3
1407,35,9,0,1,0,0.0,0,0,0,24,5,262,2,-1,0,3
1408,33,1,2,0,0,910.0,1,0,0,20,0,42,1,-1,0,3
1409,35,4,2,2,0,916.0,1,0,0,14,8,460,2,-1,0,3
1410,34,9,1,1,0,1072.0,0,1,0,5,3,136,1,252,2,0
1411,35,9,1,1,0,353.0,0,0,0,28,1,17,9,-1,0,3
1412,42,1,2,0,0,1401.0,1,0,2,19,6,69,1,-1,0,3
1413,32,6,1,0,0,286.0,1,0,0,6,1,175,1,-1,0,3
1414,50,4,1,1,0,309.0,0,0,1,5,6,113,1,-1,0,3
1415,54,9,1,1,0,1349.0,0,0,1,11,1,697,6,-1,0,3
1416,30,6,1,1,0,581.0,1,0,0,21,9,197,3,-1,0,3
1417,43,1,1,0,0,-25.0,1,0,0,12,8,254,2,365,2,0
1418,28,1,1,1,0,0.0,1,0,0,15,8,6,4,-1,0,3
1419,56,2,0,2,0,2975.0,0,1,0,30,5,28,13,-1,0,3
1420,55,4,1,2,0,740.0,0,0,0,25,1,57,3,-1,0,3
1421,29,0,2,2,0,41.0,1,0,0,13,1,148,2,-1,0,3
1422,45,0,2,1,0,0.0,1,0,0,8,8,38,1,-1,0,3
1423,33,1,1,1,0,328.0,1,0,0,20,0,72,1,264,9,0
1424,48,1,1,1,0,157.0,1,0,2,6,8,73,1,-1,0,3
1425,56,5,1,3,0,230.0,0,0,0,8,6,58,2,-1,0,3
1426,56,9,1,1,0,147.0,0,0,0,12,0,203,1,-1,0,3
1427,43,4,0,2,0,1133.0,1,0,0,5,8,131,1,-1,0,3
1428,50,0,0,1,0,175.0,0,0,0,22,5,112,2,-1,0,3
1429,43,4,2,2,0,776.0,0,0,1,18,8,52,9,-1,0,3
1430,30,9,1,2,0,1307.0,0,0,0,18,2,248,6,-1,0,3
1431,55,0,1,1,0,859.0,0,0,1,8,5,75000,1,-1,0,3
1432,33,0,1,1,0,1293.0,1,0,0,15,8,245,9,373,2,0
1433,49,0,1,1,0,272.0,1,1,0,17,9,108,2,-1,0,3
1434,26,8,2,2,0,376.0,0,0,1,2,3,237,2,-1,0,3
1435,76,5,1,1,0,4112.0,0,0,1,23,10,282,2,-1,0,3
1436,34,0,1,1,0,1671.0,0,0,2,21,8,160,1,-1,0,3
1437,38,7,1,1,0,702.0,1,0,2,12,6,143,1,-1,0,3
1438,55,7,1,1,0,1150.0,0,1,0,23,5,218,3,-1,0,3
1439,52,7,1,0,0,1625.0,0,0,0,8,1,459,2,-1,0,3
1440,34,0,2,1,0,4447.0,1,0,0,2,6,159,1,84,2,0
1441,34,1,1,1,0,808.0,1,1,0,17,5,20,3,-1,0,3
1442,27,9,2,2,0,1075.0,0,0,0,2,7,658,1,-1,0,3
1443,38,7,2,1,0,0.0,1,0,2,27,8,166,2,-1,0,3
1444,58,5,1,1,0,374.0,1,1,0,28,4,223,1,196,1,0
1445,33,1,2,0,1,-15.0,0,1,0,7,5,326,2,-1,0,3
1446,37,0,2,2,0,635.0,0,0,0,2,11,238,1,464,2,0
1447,31,1,1,0,0,263.0,1,0,0,18,8,75,4,-1,0,3
1448,49,1,1,0,0,1536.0,1,0,2,19,8,400,2,-1,0,3
1449,43,1,1,0,0,1381.6510878323932,0,0,1,7,5,245,5,-1,0,3
1450,48,1,2,1,0,312.0,1,1,0,3,3,369,2,-1,0,3
1451,46,4,2,2,0,593.0,1,0,0,29,4,190,3,-1,0,3
1452,26,1,2,0,0,1538.0,0,1,0,28,5,97,3,-1,0,3
1453,47,1,1,2,0,-80.0,1,0,0,6,3,150,3,270,2,0
1454,31,4,2,2,0,0.0,1,0,2,23,8,391,1,-1,0,3
1455,45,1,1,0,0,101.0,1,0,2,12,8,460,2,-1,0,3
1456,43,0,1,1,0,-17.0,1,0,0,22,5,76,1,-1,0,3
1457,29,1,1,1,0,275.0,1,0,0,18,8,180,1,-1,0,3
1458,26,4,2,2,0,828.0,1,0,0,17,1,156,1,199,1,0
1459,32,2,1,2,0,3192.0,0,0,0,20,9,44,1,-1,0,3
1460,55,1,1,1,0,233.0,1,0,0,5,8,813,2,351,3,0
1461,31,9,2,2,0,7005.0,0,0,0,26,1,171,4,-1,0,3
1462,27,1,2,1,0,677.0,0,1,1,31,5,110,8,-1,0,3
1463,54,1,0,1,0,615.0,0,1,0,20,9,230,1,-1,0,3
1464,41,4,1,2,0,1381.6510878323932,0,0,0,18,8,126,2,356,2,0
1465,38,0,0,1,0,0.0,1,0,0,21,5,93,1,-1,0,3
1466,28,1,2,1,0,-545.0,1,1,0,15,8,322,1,-1,0,3
1467,30,0,1,0,0,40.0,1,1,0,7,5,174,1,-1,0,3
1468,52,1,1,1,0,5517.0,1,1,0,29,5,-1,2,-1,0,3
1469,41,1,1,1,0,-251.0,1,0,2,7,8,162,1,-1,0,3
1470,35,7,2,1,0,143.0,1,1,0,13,8,68,1,369,2,1
1471,26,8,2,1,0,108.0,0,0,0,21,10,235,1,175,3,2
1472,38,7,0,1,0,1381.6510878323932,1,0,0,16,0,361,1,339,1,0
1473,31,4,2,2,0,3283.0,0,0,0,21,9,377,1,-1,0,3
1474,37,0,2,1,0,515.0,1,0,0,20,0,59,1,-1,0,3
1475,30,0,2,1,0,1450.0,1,0,0,18,8,298,2,355,1,0
1476,38,4,1,2,0,238.0,0,0,0,4,1,139,1,92,3,0
1477,53,3,1,0,0,2581.0,0,0,0,15,0,99,1,-1,0,3
1478,41,2,1,2,0,367.0,0,1,0,9,3,13,5,-1,0,3
1479,56,1,0,1,0,486.0,1,0,2,18,6,577,4,-1,0,3
1480,32,9,2,1,0,1819.0,1,0,0,20,0,62,1,340,2,0
1481,36,0,2,1,0,0.0,0,0,0,4,3,137,2,-1,0,3
1482,36,9,1,1,0,1345.0,1,0,2,30,8,231,3,-1,0,3
1483,40,9,1,1,0,0.0,0,1,2,26,6,178,2,-1,0,3
1484,41,9,1,1,0,640.0,0,0,0,28,5,169,6,-1,0,3
1485,59,5,1,1,0,667.0,0,0,0,20,9,486,1,-1,0,3
1486,50,9,1,1,0,20.0,1,0,0,8,8,57,1,303,0,0
1487,58,4,0,2,0,347.0,0,0,2,15,8,525,1,-1,0,3
1488,44,4,2,2,0,1206.0,0,0,0,9,5,160,2,-1,0,3
1489,38,9,1,1,0,133.0,1,0,2,28,8,156,1,-1,0,3
1490,36,9,2,1,0,1521.0,1,0,2,16,6,243,2,-1,0,3
1491,27,2,2,1,0,376.0,1,1,0,5,8,273,1,-1,0,3
1492,46,1,1,1,0,4023.0,1,0,0,7,1,131,2,-1,0,3
1493,36,2,1,2,0,0.0,0,0,2,2,6,87,3,-1,0,3
1494,35,9,1,1,0,23876.0,0,0,0,18,1,191,2,-1,0,3
1495,42,4,0,1,0,764.0,0,1,0,21,9,127,3,-1,0,3
1496,35,9,1,2,0,1526.0,1,0,0,2,3,236,2,217,4,0
1497,68,5,0,1,0,4189.0,0,0,1,14,5,897,2,-1,0,3
1498,52,9,0,1,0,106.0,0,0,0,12,1,193,4,-1,0,3
1499,41,5,1,2,0,3461.0,0,0,0,26,8,94,2,112,2,0
1500,22,1,2,0,0,3198.0,1,0,2,28,8,109,2,-1,0,3
1501,32,0,0,1,0,4.0,1,0,0,30,0,48,1,-1,0,3
1502,35,0,1,1,0,3487.0,1,0,0,17,0,323,2,319,1,0
1503,45,3,1,0,1,0.0,0,1,2,17,6,161,1,-1,0,3
1504,36,7,1,1,0,3988.0,1,1,0,14,8,141,1,-1,0,3
1505,77,5,1,2,0,1047.0,0,0,0,30,6,108,5,-1,0,3
1506,46,3,1,0,0,965.0,0,0,2,5,8,177,1,-1,0,3
1507,35,0,2,0,0,2355.0,1,0,2,16,6,101,1,-1,0,3
1508,44,4,1,2,0,1791.0,0,0,1,12,1,201,1,182,2,2
1509,33,4,2,1,0,-298.0,0,0,0,22,1,168,2,-1,0,3
1510,69,5,1,2,0,473.0,0,0,0,21,10,110,1,106,2,0
1511,43,0,1,1,0,477.0,1,0,0,27,3,476,2,-1,0,3
1512,41,9,1,2,0,-762.0,1,1,2,23,8,145,1,-1,0,3
1513,59,5,1,1,0,493.0,0,0,0,30,0,237,1,-1,0,3
1514,40,7,1,1,0,105.0,1,0,0,9,5,161,1,-1,0,3
1515,41,7,2,1,0,-23.0,0,0,0,11,8,185,1,305,1,0
1516,38,10,0,1,0,189.0,1,1,0,21,5,105,2,-1,0,3
1517,30,9,2,2,0,0.0,0,0,0,28,1,20,2,-1,0,3
1518,49,7,1,1,0,2409.0,1,0,0,13,8,272,4,293,2,0
1519,58,9,1,2,0,883.0,0,0,0,1,6,373,2,-1,0,3
1520,41,0,1,1,0,260.0,1,0,0,13,8,306,1,181,5,2
1521,50,1,1,0,0,0.0,0,0,0,21,9,281,2,191,2,0
1522,31,10,2,1,0,582.0,1,0,0,5,6,548,2,-1,0,3
1523,48,9,2,1,0,-92.0,1,0,0,3,3,1393,1,-1,0,3
1524,28,7,2,1,0,458.0,0,0,0,4,3,112,2,201,3,0
1525,59,4,2,1,0,671.0,1,1,0,29,4,219,2,259,5,0
1526,28,6,2,2,0,2503.0,0,0,0,25,8,426,1,-1,0,3
1527,38,0,1,1,0,215.0,1,1,0,6,6,173,2,-1,0,3
1528,51,3,1,0,0,1382.0,0,0,2,17,6,226,1,-1,0,3
1529,36,7,0,2,0,58.0,1,0,0,28,5,29,13,-1,0,3
1530,22,8,2,1,0,948.0,0,0,1,18,1,215,1,197,2,0
1531,46,7,1,1,0,1227.0,1,1,2,30,8,135,1,-1,0,3
1532,38,9,1,1,0,994.0,0,0,2,9,6,119,1,-1,0,3
1533,26,1,2,0,0,619.0,1,1,0,14,8,720,1,352,1,0
1534,48,4,2,2,0,5904.0,1,0,0,12,1,127,2,-1,0,3
1535,56,2,0,2,0,151.0,1,0,0,7,8,16,5,171,1,1
1536,30,0,2,1,0,52.0,0,1,0,7,5,422,1,-1,0,3
1537,57,4,0,2,0,1381.6510878323932,0,0,1,20,9,76,9,-1,0,3
1538,34,3,1,0,0,2929.0,0,0,0,14,1,518,2,-1,0,3
1539,41,9,1,2,0,1517.0,0,0,0,8,1,193,3,-1,0,3
1540,54,4,1,3,0,1381.6510878323932,1,1,1,19,10,208,3,109,3,0
1541,41,1,1,1,0,1381.6510878323932,1,0,2,14,8,594,2,-1,0,3
1542,49,11,1,3,0,301.0,0,0,0,14,1,789,2,-1,0,3
1543,28,10,2,2,0,0.0,1,0,2,5,8,125,2,-1,0,3
1544,46,0,1,1,0,-143.0,1,0,2,23,8,1034,9,-1,0,3
1545,39,2,1,2,0,442.0,0,0,0,21,9,10,3,-1,0,3
1546,41,6,1,1,0,3123.0,1,0,0,19,9,291,2,-1,0,3
1547,30,4,2,2,0,60.0,0,0,0,27,1,87,3,-1,0,3
1548,55,9,1,1,0,0.0,1,0,2,30,8,119,2,-1,0,3
1549,40,0,1,1,0,1381.6510878323932,0,0,0,21,9,199,2,-1,0,3
1550,58,5,0,2,0,264.0,1,1,0,8,5,523,2,-1,0,3
1551,56,3,1,0,0,954.0,0,0,2,20,6,81,10,-1,0,3
1552,41,4,0,2,0,299.0,0,0,0,17,9,666,3,-1,0,3
1553,54,5,0,2,0,185.0,1,0,1,13,8,413,6,-1,0,3
1554,28,9,2,1,0,0.0,0,1,0,22,5,188,2,-1,0,3
1555,35,4,2,3,0,186.0,1,0,0,5,3,196,2,-1,0,3
1556,39,9,1,1,0,694.0,1,0,0,23,5,413,5,-1,0,3
1557,53,4,1,2,0,2385.0,0,0,0,8,1,498,8,-1,0,3
1558,56,1,1,1,0,-382.0,1,0,2,15,8,278,4,-1,0,3
1559,41,1,2,0,0,787.0,1,0,2,30,8,570,2,-1,0,3
1560,33,4,1,2,0,17946.0,1,0,2,23,8,256,1,-1,0,3
1561,30,0,1,1,0,0.0,0,0,0,15,5,127,5,-1,0,3
1562,39,1,1,1,0,1381.6510878323932,1,1,0,20,6,116,3,-1,0,3
1563,28,8,2,2,0,836.0,1,0,2,19,8,36,1,-1,0,3
1564,35,0,1,1,0,5250.0,1,0,0,15,0,343,2,146,1,0
1565,29,8,1,2,0,149.0,1,0,2,26,8,367,4,-1,0,3
1566,31,0,2,1,0,437.0,1,1,2,4,6,173,14,-1,0,3
1567,37,6,1,2,0,1381.6510878323932,1,0,2,7,8,401,2,-1,0,3
1568,36,9,1,1,0,197.0,1,0,0,7,8,589,2,-1,0,3
1569,27,0,0,1,0,76.0,1,0,2,4,6,236,1,-1,0,3
1570,33,10,1,1,0,456.0,0,0,1,11,9,119,1,-1,0,3
1571,81,5,1,0,0,243.0,0,0,0,27,10,131,1,-1,0,3
1572,21,8,2,1,0,557.0,0,0,0,31,1,197,2,-1,0,3
1573,31,4,2,2,0,0.0,0,0,0,25,1,101,6,-1,0,3
1574,57,6,1,2,0,1381.6510878323932,0,0,0,26,8,132,6,112,3,0
1575,51,11,2,3,0,0.0,0,0,2,5,6,409,1,-1,0,3
1576,30,6,2,1,0,-617.0,0,1,0,19,9,925,1,-1,0,3
1577,18,8,2,3,0,108.0,0,0,0,8,11,169,1,-1,0,3
1578,45,1,1,1,0,9680.0,0,0,0,7,1,89,4,-1,0,3
1579,36,4,1,2,0,1313.0,0,0,0,26,1,80,6,-1,0,3
1580,33,6,1,2,0,416.0,1,1,2,23,8,290,1,-1,0,3
1581,52,7,1,0,0,821.0,1,1,0,8,0,426,2,-1,0,3
1582,37,1,1,0,0,2240.0,1,0,0,20,8,214,1,-1,0,3
1583,55,5,1,1,0,785.0,1,0,0,14,8,47,1,370,2,0
1584,56,1,1,1,0,-199.0,0,1,0,16,5,428,2,-1,0,3
1585,33,9,2,1,0,261.0,1,0,2,14,8,622,1,-1,0,3
1586,48,1,1,0,0,3837.0,0,1,0,21,9,120,1,-1,0,3
1587,31,6,1,2,0,94.0,0,0,0,22,1,579,2,-1,0,3
1588,53,0,1,3,0,0.0,0,0,0,19,1,160,3,-1,0,3
1589,30,0,2,2,0,305.0,0,0,0,4,3,227,2,-1,0,3
1590,35,11,0,0,0,3888.0,0,0,0,20,9,207,5,178,5,0
1591,35,9,2,2,0,992.0,1,0,0,26,1,79,1,114,3,0
1592,58,0,0,1,0,447.0,0,0,0,28,5,405,4,-1,0,3
1593,34,9,2,1,0,258.0,0,0,0,2,3,103,1,-1,0,3
1594,41,1,1,1,0,284.0,1,0,0,31,5,8,23,-1,0,3
1595,51,1,1,0,0,6343.0,1,0,0,26,1,28,20,-1,0,3
1596,37,0,1,1,0,1110.0,1,0,1,22,5,802,11,-1,0,3
1597,41,4,1,1,0,1381.6510878323932,0,0,2,15,8,334,3,-1,0,3
1598,26,4,2,2,0,159.0,0,0,0,3,3,589,1,-1,0,3
1599,30,9,2,1,0,4787.0,1,0,0,18,9,266,1,167,2,0
1600,28,0,2,2,0,1773.0,1,0,0,23,5,275,1,-1,0,3
1601,56,7,0,1,0,450.0,0,0,2,9,6,47,1,-1,0,3
1602,61,6,0,2,0,6.0,1,0,0,13,10,210,1,182,2,2
1603,33,7,2,2,0,0.0,1,0,0,18,9,199,1,-1,0,3
1604,31,4,0,2,0,1145.0,1,0,2,26,8,1272,4,-1,0,3
1605,31,4,1,2,0,29230.0,0,0,0,25,1,50,9,-1,0,3
1606,52,4,1,0,0,798.0,1,0,2,30,6,123,2,-1,0,3
1607,55,1,1,0,0,137.0,0,0,1,8,5,377,1,-1,0,3
1608,32,4,2,2,0,1834.0,1,0,2,2,6,159,1,-1,0,3
1609,28,6,2,2,0,159.0,0,0,0,16,9,449,2,33,4,2
1610,40,1,1,1,0,326.0,1,1,0,7,5,112,1,-1,0,3
1611,23,7,2,1,0,342.0,1,0,2,3,6,152,6,-1,0,3
1612,47,1,1,1,1,-614.0,1,0,2,26,8,118,2,-1,0,3
1613,41,0,1,1,0,-241.0,1,0,0,22,5,1287,5,-1,0,3
1614,69,4,1,1,0,4.0,0,0,0,23,10,114,4,-1,0,3
1615,33,4,2,2,0,1909.0,0,0,0,8,1,191,2,-1,0,3
1616,50,9,2,2,0,1840.0,1,0,0,11,5,184,2,-1,0,3
1617,46,4,0,2,0,14481.0,1,0,2,30,8,1269,1,-1,0,3
1618,31,9,2,1,0,4040.0,1,0,2,2,6,213,2,-1,0,3
1619,38,4,2,2,0,-145.0,1,0,0,21,5,54,2,-1,0,3
1620,49,1,1,2,0,350.0,0,0,0,12,1,238,6,-1,0,3
1621,47,1,1,1,0,480.0,0,0,2,20,6,9,6,-1,0,3
1622,31,1,1,1,0,1381.6510878323932,1,0,2,21,8,229,2,-1,0,3
1623,47,0,0,2,0,846.0,1,0,0,13,8,85,2,370,2,0
1624,36,1,2,1,0,103.0,1,0,0,15,8,200,5,-1,0,3
1625,30,7,2,1,0,1268.0,1,0,0,8,0,105,4,320,8,1
1626,30,1,2,3,1,-149.0,1,1,0,12,8,164,3,-1,0,3
1627,38,2,1,1,1,15.0,1,0,0,10,5,121,1,-1,0,3
1628,31,9,0,1,0,342.0,1,0,2,30,8,34,2,-1,0,3
1629,34,7,2,1,0,84.0,1,0,2,23,8,299,1,-1,0,3
1630,29,6,2,2,0,270.0,1,0,0,14,4,110,7,252,4,0
1631,27,10,2,2,0,3060.0,0,0,0,30,4,533,1,-1,0,3
1632,45,1,1,0,0,572.0,0,0,1,5,3,13,6,-1,0,3
1633,22,7,2,1,0,361.0,0,0,1,7,6,140,4,367,2,0
1634,33,7,1,1,0,260.0,1,0,0,31,7,248,1,-1,0,3
1635,55,0,1,1,0,602.0,0,0,0,4,3,390,2,150,6,2
1636,32,4,2,2,0,3886.0,1,1,2,29,8,151,7,-1,0,3
1637,45,1,1,0,0,300.0,1,0,0,29,4,203,1,261,3,0
1638,47,4,1,1,0,-1854.0,1,1,0,12,1,388,2,-1,0,3
1639,31,8,2,1,0,216.0,0,0,0,3,6,138,1,-1,0,3
1640,58,4,1,2,0,230.0,1,0,1,30,5,339,2,-1,0,3
1641,29,10,1,0,0,639.0,0,1,0,4,3,358,2,-1,0,3
1642,38,1,2,0,0,162.0,1,0,2,8,8,200,2,-1,0,3
1643,57,5,0,0,0,515.0,1,0,2,13,8,288,2,-1,0,3
1644,33,9,1,2,0,2690.0,1,0,0,21,5,71,5,-1,0,3
1645,77,5,1,1,0,4112.0,0,0,1,29,5,426,1,184,3,2
1646,36,1,1,1,0,-100.0,1,0,2,3,6,369,2,-1,0,3
1647,30,1,1,1,0,393.0,1,0,0,17,0,1034,2,-1,0,3
1648,53,6,2,3,0,289.0,0,0,0,4,3,502,1,-1,0,3
1649,51,2,1,2,1,4.0,1,0,0,18,9,80,1,-1,0,3
1650,54,1,2,1,0,105.0,1,0,0,17,0,226,1,326,3,0
1651,58,5,1,2,0,2199.0,0,0,1,21,10,65,1,-1,0,3
1652,48,4,1,2,0,567.0,0,0,0,27,1,20,34,-1,0,3
