age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
44.0,blue-collar,married,secondary,0,144.0,1,0,unknown,5,may,247,2.0,0,0,unknown,0
34.0,,single,tertiary,0,3119.0,0,0,cellular,16,oct,306,1.0,0,0,unknown,1
47.0,technician,divorced,secondary,0,2836.0,0,1,cellular,14,aug,10,2.0,0,0,unknown,0
46.0,blue-collar,married,primary,0,101.0,1,0,cellular,11,may,422,1.0,1,0,success,0
46.0,services,married,secondary,0,2019.0,1,0,unknown,8,may,357,1.0,0,0,unknown,0
44.0,administrator,married,secondary,0,4826.0,1,0,cellular,17,nov,102,1.0,1,0,other,0
28.0,technician,married,secondary,0,1086.0,1,0,cellular,20,apr,1112,3.0,0,0,unknown,1
28.0,services,single,secondary,0,6332.0,1,0,unknown,29,may,76,4.0,0,0,unknown,0
45.0,technician,married,secondary,0,3492.0,1,1,unknown,20,jun,46,,0,0,unknown,0
40.0,administrator,married,secondary,0,0.0,1,1,cellular,17,nov,57,1.0,0,0,unknown,0
37.0,entrepreneur,married,tertiary,0,41.0,0,0,cellular,14,jul,388,3.0,0,0,unknown,0
34.0,management,married,tertiary,0,606.0,0,0,cellular,20,apr,97,1.0,0,0,unknown,1
25.0,management,single,tertiary,0,137.0,1,0,cellular,24,jul,281,3.0,0,0,unknown,0
48.0,administrator,married,secondary,0,933.0,0,0,cellular,29,jul,446,2.0,0,0,unknown,0
41.0,blue-collar,married,secondary,0,2044.0,1,1,cellular,29,jul,234,5.0,0,0,unknown,0
40.0,housemaid,married,secondary,0,0.0,0,0,cellular,19,nov,107,3.0,0,0,unknown,0
42.0,blue-collar,married,secondary,0,-256.0,1,0,cellular,17,apr,576,1.0,1,0,failure,0
37.0,management,married,tertiary,0,1403.0,1,0,cellular,10,jul,91,,0,0,unknown,0
62.0,unemployed,married,secondary,0,780.0,0,0,cellular,28,aug,162,,0,0,unknown,1
55.0,technician,married,tertiary,0,639.0,1,0,telephone,13,may,992,5.0,1,0,other,0
43.0,management,married,tertiary,0,479.0,1,0,cellular,6,feb,168,1.0,1,0,failure,0
32.0,technician,single,tertiary,0,696.0,0,1,cellular,30,apr,270,2.0,1,0,failure,0
39.0,management,married,tertiary,0,177.0,1,1,unknown,2,jun,243,4.0,0,0,unknown,0
26.0,administrator,married,unknown,0,4311.0,0,0,cellular,26,may,75,1.0,0,0,unknown,0
29.0,blue-collar,single,secondary,0,1472.0,0,0,cellular,18,may,246,2.0,0,0,unknown,0
56.0,blue-collar,married,secondary,0,3129.0,0,0,unknown,20,jun,33,6.0,0,0,unknown,0
25.0,services,single,secondary,0,333.0,0,1,cellular,15,jul,1056,2.0,0,0,unknown,1
45.0,technician,married,secondary,0,1441.0,1,0,cellular,18,nov,93,1.0,1,0,other,0
,administrator,divorced,secondary,0,,1,0,unknown,26,may,150,,0,0,unknown,0
33.0,admin.,single,secondary,0,285.0,1,0,,1,apr,427,1.0,1,0,other,0
47.0,management,single,tertiary,0,0.0,0,0,unknown,11,jun,58,3.0,0,0,unknown,0
,management,married,tertiary,0,1164.0,1,1,cellular,18,jul,238,3.0,0,0,unknown,0
57.0,retired,married,primary,0,3549.0,0,0,cellular,31,jul,51,,0,0,unknown,0
35.0,management,divorced,tertiary,0,538.0,1,0,unknown,12,may,66,4.0,0,0,unknown,0
31.0,management,single,tertiary,0,130.0,0,0,cellular,6,aug,160,1.0,0,0,unknown,0
46.0,blue-collar,married,secondary,1,-319.0,0,1,cellular,10,jul,502,2.0,0,0,unknown,0
36.0,blue-collar,married,primary,0,0.0,0,0,telephone,9,jul,39,1.0,0,0,unknown,0
35.0,management,married,tertiary,0,2461.0,0,0,cellular,15,jun,205,2.0,1,0,other,0
31.0,services,divorced,primary,0,459.0,1,0,cellular,7,may,623,1.0,1,0,success,1
30.0,technician,married,secondary,0,398.0,1,0,cellular,17,apr,132,2.0,1,0,failure,0
24.0,management,single,tertiary,0,1.0,0,0,cellular,14,may,396,5.0,0,0,unknown,1
43.0,services,single,unknown,0,0.0,0,0,unknown,5,may,73,1.0,0,0,unknown,0
46.0,blue-collar,married,primary,0,-29.0,1,0,unknown,12,may,322,1.0,0,0,unknown,0
48.0,blue-collar,married,secondary,0,4770.0,1,1,cellular,19,nov,616,2.0,0,0,unknown,0
41.0,technician,divorced,secondary,0,0.0,0,0,cellular,7,jul,353,4.0,0,0,unknown,0
38.0,admin.,single,secondary,0,0.0,0,0,cellular,8,jul,452,3.0,0,0,unknown,0
,admin.,married,primary,0,1119.0,0,0,cellular,6,apr,122,4.0,1,0,failure,0
34.0,blue-collar,married,tertiary,0,748.0,1,1,cellular,6,may,161,1.0,0,0,unknown,0
54.0,management,divorced,tertiary,0,,0,0,cellular,25,aug,56,2.0,0,0,unknown,0
43.0,blue-collar,married,primary,0,1518.0,0,0,cellular,17,jun,94,6.0,0,0,unknown,0
36.0,management,married,tertiary,0,93.0,0,0,cellular,12,jul,262,2.0,1,0,failure,1
48.0,blue-collar,married,secondary,0,7408.0,0,1,cellular,4,feb,101,2.0,0,0,unknown,0
31.0,administrator,single,secondary,0,2104.0,1,0,unknown,3,jun,455,1.0,0,0,unknown,0
,blue-collar,married,primary,0,440.0,0,0,cellular,11,aug,46,5.0,0,0,unknown,0
41.0,blue-collar,married,secondary,0,153.0,1,0,unknown,27,may,389,1.0,0,0,unknown,0
46.0,entrepreneur,single,tertiary,0,580.0,1,0,unknown,13,may,36,1.0,0,0,unknown,0
29.0,management,married,tertiary,1,53.0,1,0,cellular,31,jul,27,17.0,0,0,unknown,0
44.0,entrepreneur,married,tertiary,0,121.0,0,0,cellular,9,nov,248,1.0,1,0,success,1
35.0,technician,single,tertiary,0,973.0,0,0,cellular,26,aug,109,9.0,0,0,unknown,0
44.0,technician,married,secondary,0,106.0,1,0,cellular,16,jul,164,6.0,0,0,unknown,0
32.0,blue-collar,married,secondary,0,1.0,1,0,unknown,8,may,102,1.0,0,0,unknown,0
29.0,services,single,secondary,0,703.0,1,0,unknown,7,may,129,5.0,0,0,unknown,0
47.0,blue-collar,married,primary,0,1452.0,1,1,cellular,28,jan,181,1.0,1,0,failure,0
37.0,management,divorced,tertiary,0,168.0,1,0,unknown,5,jun,227,1.0,0,0,unknown,0
31.0,technician,single,secondary,0,4105.0,0,0,cellular,30,apr,264,1.0,0,0,unknown,0
34.0,blue-collar,divorced,secondary,0,1614.0,1,0,cellular,15,may,228,2.0,1,0,other,0
48.0,services,single,secondary,0,561.0,1,0,cellular,12,may,214,1.0,1,0,other,0
44.0,technician,single,tertiary,0,643.0,0,0,cellular,16,oct,324,1.0,1,0,failure,1
49.0,technician,divorced,secondary,0,30.0,0,1,cellular,15,jul,439,2.0,0,0,unknown,0
30.0,services,married,secondary,0,-43.0,1,1,cellular,17,apr,79,1.0,1,0,other,0
32.0,management,single,tertiary,0,36.0,0,0,cellular,28,aug,108,7.0,0,0,unknown,0
37.0,management,married,tertiary,0,578.0,1,0,cellular,8,aug,401,4.0,0,0,unknown,0
42.0,blue-collar,married,primary,0,15.0,1,0,unknown,6,may,230,1.0,0,0,unknown,0
30.0,admin.,single,secondary,0,,1,0,,6,jun,862,11.0,0,0,unknown,1
49.0,blue-collar,married,secondary,0,1127.0,1,1,cellular,17,apr,162,2.0,1,0,failure,0
54.0,retired,married,secondary,0,153.0,1,1,unknown,26,may,74,1.0,0,0,unknown,0
34.0,blue-collar,married,secondary,0,2436.0,1,0,cellular,14,may,8,7.0,0,0,unknown,0
64.0,retired,married,secondary,0,1574.0,0,0,telephone,29,jul,301,3.0,0,0,unknown,1
38.0,admin.,married,secondary,0,976.0,1,1,unknown,19,may,382,2.0,0,0,unknown,0
34.0,admin.,divorced,secondary,0,-251.0,0,0,cellular,18,jul,641,1.0,0,0,unknown,1
26.0,management,single,tertiary,0,222.0,0,0,cellular,28,jun,247,1.0,1,0,success,1
45.0,management,married,tertiary,0,2220.0,1,0,cellular,21,nov,89,1.0,1,0,failure,0
33.0,student,divorced,secondary,0,422.0,0,0,cellular,6,aug,406,3.0,0,0,unknown,0
31.0,management,single,tertiary,0,1130.0,1,0,cellular,17,apr,224,3.0,1,0,failure,0
56.0,technician,married,secondary,0,589.0,1,0,unknown,29,may,535,2.0,0,0,unknown,1
31.0,admin.,single,secondary,0,19.0,1,0,cellular,18,nov,1978,1.0,0,0,unknown,1
37.0,blue-collar,single,secondary,0,238.0,1,0,unknown,7,may,200,2.0,0,0,unknown,0
48.0,technician,single,secondary,0,309.0,0,0,cellular,7,aug,190,2.0,0,0,unknown,0
44.0,management,married,tertiary,0,167.0,0,0,cellular,27,apr,96,2.0,0,0,unknown,0
38.0,admin.,divorced,secondary,0,4630.0,1,0,unknown,3,jun,133,3.0,0,0,unknown,0
34.0,admin.,divorced,secondary,0,0.0,1,1,cellular,14,jul,194,3.0,0,0,unknown,0
49.0,entrepreneur,married,tertiary,0,9824.0,0,0,unknown,5,jun,69,1.0,0,0,unknown,0
70.0,retired,divorced,primary,0,482.0,0,0,telephone,14,jan,372,1.0,1,0,success,1
39.0,blue-collar,married,primary,0,2169.0,0,0,unknown,17,jun,170,2.0,0,0,unknown,0
38.0,administrator,divorced,secondary,0,,1,0,cellular,17,apr,397,1.0,0,0,unknown,0
30.0,technician,single,secondary,0,3.0,0,0,cellular,22,aug,198,2.0,0,0,unknown,0
35.0,admin.,single,secondary,0,111.0,1,0,cellular,18,jul,127,3.0,0,0,unknown,0
33.0,blue-collar,married,secondary,0,1924.0,1,1,cellular,22,jul,81,1.0,0,0,unknown,0
32.0,blue-collar,married,secondary,0,-208.0,1,1,unknown,9,may,325,1.0,0,0,unknown,0
35.0,technician,divorced,tertiary,0,,1,1,cellular,25,aug,734,4.0,0,0,unknown,0
36.0,management,single,tertiary,0,1400.0,1,0,cellular,11,may,608,3.0,0,0,unknown,1
69.0,technician,married,secondary,0,2661.0,0,0,cellular,1,sep,925,1.0,1,0,other,0
51.0,technician,married,secondary,0,13089.0,0,0,unknown,11,jun,247,1.0,0,0,unknown,0
31.0,administrator,married,secondary,0,355.0,1,0,cellular,18,nov,530,1.0,1,0,failure,0
33.0,services,single,secondary,0,0.0,0,0,cellular,8,jul,116,2.0,0,0,unknown,0
52.0,services,divorced,secondary,0,220.0,1,0,unknown,7,may,143,3.0,0,0,unknown,0
57.0,blue-collar,married,secondary,0,621.0,1,0,cellular,17,apr,778,3.0,0,0,unknown,0
35.0,blue-collar,married,primary,0,63.0,0,1,cellular,7,jul,243,2.0,0,0,unknown,0
34.0,technician,single,secondary,0,1477.0,1,0,cellular,20,apr,233,3.0,0,0,unknown,0
46.0,blue-collar,married,secondary,0,6879.0,0,0,cellular,20,jul,296,1.0,1,0,failure,0
31.0,blue-collar,married,primary,0,2.0,1,1,cellular,10,jul,112,1.0,0,0,unknown,0
32.0,technician,married,secondary,0,20.0,0,0,cellular,20,aug,210,2.0,0,0,unknown,0
40.0,retired,single,primary,0,0.0,0,0,unknown,5,may,136,2.0,0,0,unknown,0
53.0,management,married,tertiary,0,1624.0,0,0,,6,aug,107,1.0,1,0,success,1
50.0,administrator,married,secondary,0,-130.0,1,0,cellular,10,jul,328,1.0,0,0,unknown,0
37.0,management,divorced,tertiary,0,0.0,1,0,cellular,5,may,74,8.0,1,1,failure,0
55.0,housemaid,married,primary,0,2603.0,0,0,unknown,9,jun,559,1.0,0,0,unknown,0
59.0,management,married,primary,0,1727.0,0,0,telephone,25,may,500,4.0,1,0,failure,1
32.0,management,married,tertiary,0,141.0,1,1,cellular,22,aug,10,13.0,0,0,unknown,0
32.0,management,single,tertiary,0,111.0,1,0,unknown,8,may,162,2.0,0,0,unknown,0
33.0,administrator,married,secondary,0,2468.0,1,1,cellular,6,may,84,1.0,1,0,failure,0
36.0,management,married,tertiary,0,530.0,0,0,unknown,20,jun,221,3.0,0,0,unknown,0
52.0,blue-collar,married,secondary,0,1319.0,0,0,telephone,30,apr,37,2.0,0,0,unknown,0
54.0,blue-collar,married,primary,0,2933.0,1,0,unknown,15,may,144,2.0,0,0,unknown,0
38.0,technician,single,tertiary,0,1727.0,0,0,telephone,28,oct,182,2.0,0,0,unknown,0
38.0,technician,married,secondary,0,-475.0,1,0,cellular,10,jul,234,1.0,0,0,unknown,0
40.0,technician,married,secondary,0,66.0,1,0,unknown,12,may,29,8.0,0,0,unknown,0
31.0,blue-collar,married,primary,0,-848.0,1,0,unknown,23,may,559,3.0,0,0,unknown,0
25.0,technician,single,secondary,0,959.0,0,0,cellular,9,jul,144,5.0,0,0,unknown,0
30.0,technician,single,secondary,0,57.0,0,0,cellular,2,feb,465,2.0,0,0,unknown,0
35.0,management,single,secondary,0,6809.0,1,0,unknown,9,may,750,,0,0,unknown,0
36.0,management,married,tertiary,0,708.0,1,0,cellular,17,jul,59,,0,0,unknown,0
39.0,management,married,tertiary,0,55.0,0,0,cellular,31,jul,216,4.0,0,0,unknown,0
51.0,technician,divorced,unknown,0,,1,0,cellular,30,jul,334,6.0,0,0,unknown,0
52.0,admin.,married,secondary,0,979.0,1,0,cellular,16,apr,156,1.0,1,0,other,0
35.0,management,married,tertiary,0,511.0,0,0,cellular,29,aug,91,4.0,0,0,unknown,0
33.0,blue-collar,married,primary,0,142.0,1,0,cellular,13,may,136,5.0,0,0,unknown,0
41.0,entrepreneur,married,secondary,0,0.0,1,1,cellular,21,nov,12,5.0,1,0,failure,0
53.0,blue-collar,married,secondary,0,2.0,1,0,unknown,16,may,851,2.0,0,0,unknown,0
32.0,administrator,married,secondary,0,0.0,1,1,cellular,17,nov,159,2.0,1,0,failure,0
41.0,services,married,secondary,0,205.0,1,0,unknown,8,may,91,1.0,0,0,unknown,0
38.0,admin.,married,secondary,0,1767.0,1,0,cellular,9,jul,483,4.0,1,0,success,1
54.0,services,married,secondary,0,214.0,1,0,,5,may,458,2.0,0,0,unknown,0
32.0,management,married,tertiary,0,5878.0,0,0,cellular,19,aug,159,2.0,0,0,unknown,0
36.0,management,married,tertiary,0,293.0,1,0,unknown,27,may,287,4.0,0,0,unknown,0
39.0,blue-collar,married,primary,0,3127.0,1,1,unknown,5,jun,451,2.0,0,0,unknown,0
23.0,management,single,tertiary,0,,0,0,cellular,30,jul,160,,0,0,unknown,0
60.0,services,married,primary,0,0.0,0,0,cellular,27,aug,114,9.0,0,0,unknown,0
32.0,admin.,single,tertiary,0,3816.0,1,0,cellular,21,nov,53,3.0,0,0,unknown,0
50.0,technician,divorced,secondary,0,0.0,0,0,cellular,13,aug,114,2.0,0,0,unknown,0
57.0,technician,divorced,secondary,0,77.0,1,1,cellular,29,jan,168,3.0,1,0,failure,0
32.0,management,married,tertiary,0,663.0,1,0,cellular,7,aug,106,4.0,0,0,unknown,0
58.0,retired,married,tertiary,0,2084.0,1,0,unknown,2,jun,75,5.0,0,0,unknown,0
32.0,technician,single,secondary,0,303.0,0,0,cellular,14,aug,390,3.0,0,0,unknown,0
40.0,administrator,married,primary,0,189.0,1,0,unknown,27,may,160,2.0,0,0,unknown,0
28.0,management,single,tertiary,0,2249.0,1,1,cellular,18,jul,595,2.0,0,0,unknown,0
42.0,management,married,tertiary,0,9009.0,0,0,cellular,20,nov,135,2.0,0,0,unknown,0
40.0,administrator,divorced,secondary,0,1967.0,1,0,unknown,11,jun,363,1.0,0,0,unknown,0
,management,divorced,tertiary,0,3932.0,1,0,unknown,8,may,40,2.0,0,0,unknown,0
43.0,blue-collar,single,primary,0,0.0,0,0,cellular,9,jul,1242,1.0,0,0,unknown,1
30.0,blue-collar,single,secondary,0,609.0,1,0,unknown,14,may,402,1.0,0,0,unknown,0
37.0,management,married,secondary,0,565.0,0,0,cellular,6,aug,174,1.0,1,0,failure,1
36.0,management,divorced,tertiary,0,649.0,0,0,cellular,16,jul,237,2.0,1,0,failure,0
49.0,management,married,tertiary,0,68.0,1,1,unknown,19,may,163,3.0,0,0,unknown,0
,management,married,tertiary,0,109.0,1,0,cellular,16,apr,91,,1,0,failure,0
43.0,technician,married,secondary,0,4056.0,0,0,cellular,4,feb,154,2.0,0,0,unknown,0
33.0,management,married,tertiary,0,801.0,0,0,cellular,19,aug,133,4.0,0,0,unknown,0
32.0,technician,married,secondary,0,0.0,0,0,cellular,19,aug,87,1.0,0,0,unknown,0
43.0,admin.,single,secondary,0,445.0,1,0,unknown,19,may,546,2.0,0,0,unknown,0
29.0,administrator,married,tertiary,0,167.0,1,1,cellular,13,oct,357,2.0,1,0,failure,0
56.0,blue-collar,married,primary,0,551.0,0,0,unknown,29,may,27,1.0,0,0,unknown,0
58.0,blue-collar,married,unknown,0,703.0,0,0,unknown,20,jun,37,3.0,0,0,unknown,0
28.0,management,single,secondary,0,1609.0,1,0,cellular,18,may,98,2.0,1,1,failure,0
31.0,blue-collar,married,secondary,0,212.0,1,1,cellular,17,jul,143,2.0,0,0,unknown,0
50.0,blue-collar,married,secondary,0,-54.0,1,0,cellular,7,aug,46,2.0,0,0,unknown,0
58.0,blue-collar,married,secondary,0,0.0,0,0,cellular,18,aug,27,17.0,0,0,unknown,0
50.0,blue-collar,married,tertiary,0,5423.0,1,0,cellular,21,nov,75,3.0,0,0,unknown,0
47.0,management,single,tertiary,0,372.0,0,0,cellular,15,jun,257,1.0,0,0,unknown,1
60.0,retired,married,secondary,0,0.0,0,0,cellular,25,aug,87,2.0,0,0,unknown,0
32.0,technician,married,tertiary,0,8023.0,0,0,cellular,25,may,146,1.0,1,0,other,0
60.0,retired,married,secondary,0,2086.0,1,0,unknown,15,may,182,2.0,0,0,unknown,0
29.0,services,single,secondary,0,2.0,0,0,unknown,8,may,190,1.0,0,0,unknown,0
41.0,housemaid,married,primary,0,1529.0,0,0,cellular,7,jul,61,6.0,0,0,unknown,0
,admin.,married,secondary,0,0.0,1,1,unknown,16,may,159,1.0,0,0,unknown,0
33.0,services,single,secondary,0,48.0,1,0,cellular,17,apr,303,1.0,0,0,unknown,0
30.0,management,single,tertiary,0,355.0,1,0,cellular,15,may,153,2.0,0,0,unknown,0
29.0,blue-collar,single,secondary,0,391.0,1,0,cellular,18,may,166,1.0,0,0,unknown,0
35.0,management,single,tertiary,0,687.0,1,0,unknown,30,may,166,2.0,0,0,unknown,0
28.0,management,single,tertiary,0,416.0,1,1,cellular,17,jul,345,1.0,0,0,unknown,0
,retired,married,primary,0,838.0,0,0,cellular,9,jul,147,1.0,0,0,unknown,0
48.0,blue-collar,married,secondary,0,291.0,1,0,cellular,23,jul,448,2.0,0,0,unknown,0
42.0,management,divorced,tertiary,0,245.0,0,0,cellular,14,aug,103,2.0,0,0,unknown,0
36.0,technician,married,secondary,0,145.0,1,1,cellular,5,feb,267,2.0,0,0,unknown,0
43.0,technician,divorced,secondary,0,1532.0,0,0,cellular,11,aug,61,2.0,0,0,unknown,0
41.0,management,married,tertiary,0,2251.0,0,0,cellular,26,aug,338,9.0,0,0,unknown,0
47.0,admin.,married,secondary,0,1210.0,0,0,cellular,26,oct,604,1.0,1,0,failure,1
38.0,blue-collar,married,secondary,0,757.0,1,0,unknown,6,may,133,1.0,0,0,unknown,0
52.0,admin.,married,secondary,0,146.0,1,1,cellular,13,may,108,1.0,0,0,unknown,0
46.0,blue-collar,married,secondary,0,71.0,1,0,unknown,6,may,416,1.0,0,0,unknown,0
53.0,entrepreneur,married,tertiary,0,0.0,0,0,cellular,20,nov,520,2.0,0,0,unknown,0
31.0,blue-collar,divorced,primary,0,1.0,1,0,cellular,8,may,36,5.0,1,1,failure,0
55.0,self-employed,married,secondary,0,39.0,0,0,unknown,17,jun,20,1.0,0,0,unknown,0
51.0,administrator,divorced,secondary,0,3029.0,1,1,cellular,31,jul,118,2.0,0,0,unknown,0
38.0,services,married,secondary,0,775.0,0,0,cellular,12,feb,1835,3.0,1,0,success,1
44.0,blue-collar,single,secondary,0,0.0,0,0,cellular,20,apr,133,1.0,0,0,unknown,1
61.0,retired,married,unknown,0,-492.0,0,1,unknown,4,jul,333,1.0,0,0,unknown,0
41.0,technician,married,tertiary,0,3700.0,0,0,cellular,19,nov,136,1.0,0,0,unknown,0
45.0,management,married,tertiary,0,-114.0,1,0,cellular,20,apr,257,1.0,0,0,unknown,0
49.0,services,married,secondary,0,494.0,0,0,unknown,17,jun,196,4.0,0,0,unknown,0
53.0,unemployed,married,secondary,0,94.0,0,0,cellular,10,aug,493,1.0,1,1,success,1
46.0,blue-collar,married,secondary,0,836.0,0,0,cellular,27,aug,199,4.0,0,0,unknown,0
54.0,housemaid,married,primary,0,167.0,1,0,cellular,22,jul,106,2.0,0,0,unknown,0
45.0,entrepreneur,married,secondary,0,781.0,0,1,cellular,17,nov,652,2.0,1,0,failure,1
,management,married,tertiary,0,0.0,1,0,unknown,6,jun,300,5.0,0,0,unknown,0
30.0,blue-collar,married,secondary,0,1177.0,0,1,,8,jul,220,2.0,0,0,unknown,0
43.0,technician,married,secondary,0,381.0,1,0,cellular,16,jul,191,6.0,0,0,unknown,0
41.0,management,married,tertiary,0,557.0,1,1,cellular,12,aug,148,4.0,0,0,unknown,0
51.0,technician,divorced,secondary,0,5964.0,1,0,cellular,18,nov,577,4.0,0,0,unknown,0
32.0,services,single,secondary,0,671.0,1,0,cellular,17,apr,237,2.0,1,0,failure,0
45.0,blue-collar,single,primary,0,116.0,1,0,cellular,15,may,16,5.0,1,0,failure,0
33.0,self-employed,married,tertiary,0,1099.0,0,0,cellular,5,feb,111,5.0,0,0,unknown,0
30.0,blue-collar,married,primary,0,179.0,1,0,unknown,29,may,764,2.0,0,0,unknown,0
41.0,admin.,married,secondary,0,158.0,1,0,cellular,1,oct,250,2.0,1,0,other,0
,technician,married,secondary,0,0.0,0,0,cellular,29,jul,109,2.0,0,0,unknown,0
38.0,services,married,secondary,0,,1,0,unknown,3,jun,132,5.0,0,0,unknown,0
61.0,retired,divorced,primary,0,3624.0,0,0,cellular,25,nov,342,1.0,0,0,unknown,1
31.0,technician,married,tertiary,0,-502.0,1,1,unknown,26,may,523,2.0,0,0,unknown,0
47.0,admin.,single,secondary,0,2540.0,0,0,cellular,18,nov,110,5.0,0,0,unknown,0
23.0,services,single,secondary,0,665.0,1,0,unknown,28,may,1183,1.0,0,0,unknown,1
45.0,unemployed,married,secondary,0,1603.0,0,0,unknown,9,jun,164,2.0,0,0,unknown,0
31.0,housemaid,married,tertiary,0,2190.0,1,0,telephone,12,may,25,6.0,1,1,other,0
40.0,services,divorced,primary,0,471.0,1,0,cellular,16,apr,1156,1.0,1,0,failure,1
57.0,blue-collar,married,secondary,0,5935.0,1,1,cellular,19,nov,90,2.0,1,0,failure,0
58.0,self-employed,married,tertiary,0,584.0,1,0,cellular,14,aug,124,3.0,0,0,unknown,0
38.0,technician,married,secondary,0,0.0,0,0,cellular,28,aug,176,10.0,0,0,unknown,0
32.0,services,married,secondary,0,38.0,1,0,cellular,15,may,744,1.0,0,0,unknown,1
28.0,blue-collar,married,primary,0,674.0,1,0,telephone,20,apr,22,1.0,0,0,unknown,0
36.0,management,married,unknown,0,0.0,0,0,unknown,5,jun,131,1.0,0,1,unknown,0
,retired,married,primary,0,1720.0,0,0,cellular,12,nov,150,1.0,1,0,failure,0
28.0,technician,married,secondary,0,158.0,1,1,telephone,24,jul,77,1.0,0,0,unknown,0
44.0,technician,divorced,secondary,0,177.0,1,0,cellular,8,may,364,1.0,1,0,failure,0
37.0,blue-collar,single,unknown,0,871.0,1,0,cellular,2,aug,209,1.0,1,0,failure,0
39.0,,single,tertiary,0,763.0,0,0,cellular,22,feb,543,1.0,1,0,failure,1
44.0,housemaid,married,secondary,0,281.0,1,0,unknown,8,may,604,1.0,0,0,unknown,0
54.0,management,single,tertiary,0,0.0,1,0,unknown,3,jun,68,1.0,0,0,unknown,0
55.0,technician,divorced,tertiary,0,2298.0,1,0,cellular,29,jul,66,1.0,0,0,unknown,0
67.0,,single,tertiary,0,3377.0,0,0,telephone,23,apr,77,2.0,0,0,unknown,0
27.0,blue-collar,married,secondary,0,821.0,1,1,unknown,16,sep,23,1.0,1,1,other,0
50.0,management,married,tertiary,0,,1,0,cellular,10,jul,103,1.0,0,0,unknown,0
63.0,retired,married,tertiary,0,262.0,0,0,cellular,8,jul,335,1.0,0,0,unknown,0
33.0,technician,divorced,secondary,0,855.0,1,0,cellular,15,may,124,3.0,0,0,unknown,0
60.0,technician,single,tertiary,0,2934.0,0,0,cellular,8,aug,233,2.0,0,0,unknown,0
63.0,unemployed,married,primary,0,0.0,0,0,telephone,30,nov,337,3.0,0,0,unknown,0
47.0,blue-collar,married,primary,0,193.0,1,0,cellular,29,aug,171,2.0,0,0,unknown,0
29.0,blue-collar,married,primary,0,544.0,0,1,cellular,21,jul,121,4.0,0,0,unknown,0
45.0,services,divorced,secondary,0,396.0,1,1,cellular,1,apr,251,4.0,1,0,failure,0
58.0,unknown,married,unknown,0,68.0,0,0,cellular,2,apr,268,1.0,0,0,unknown,1
40.0,unemployed,single,primary,0,5613.0,1,0,unknown,19,jun,152,2.0,0,0,unknown,0
49.0,blue-collar,married,secondary,0,165.0,0,1,cellular,25,jul,682,10.0,0,0,unknown,0
30.0,technician,single,secondary,0,224.0,1,0,cellular,8,aug,298,2.0,0,0,unknown,0
32.0,services,single,secondary,0,259.0,1,0,unknown,27,may,363,2.0,0,0,unknown,0
29.0,,single,secondary,0,-138.0,1,1,unknown,8,may,271,5.0,0,0,unknown,0
41.0,blue-collar,married,primary,0,178.0,1,0,unknown,20,jul,5,1.0,1,0,failure,0
41.0,technician,married,secondary,0,,0,0,unknown,19,jun,532,1.0,0,0,unknown,0
57.0,retired,married,primary,0,70.0,1,1,unknown,16,may,186,5.0,0,0,unknown,0
50.0,blue-collar,married,primary,0,414.0,1,0,unknown,29,may,121,1.0,0,0,unknown,0
48.0,management,single,secondary,0,1106.0,0,1,cellular,8,jul,265,1.0,0,0,unknown,0
49.0,,single,secondary,0,7426.0,0,0,telephone,20,nov,65,2.0,0,0,unknown,0
33.0,unemployed,single,tertiary,0,14889.0,1,0,cellular,3,feb,22,3.0,0,0,unknown,0
38.0,technician,single,tertiary,0,103.0,0,0,cellular,19,aug,490,4.0,0,0,unknown,0
31.0,management,single,tertiary,0,2734.0,1,0,cellular,15,may,858,3.0,0,0,unknown,1
,blue-collar,married,secondary,0,52.0,1,0,unknown,6,may,182,1.0,0,0,unknown,0
27.0,technician,single,secondary,0,151.0,0,0,cellular,30,jul,139,3.0,0,0,unknown,0
45.0,entrepreneur,married,secondary,0,404.0,1,0,unknown,30,may,390,2.0,0,0,unknown,0
42.0,admin.,married,secondary,0,-396.0,1,0,cellular,11,may,80,1.0,1,0,failure,0
29.0,management,married,tertiary,0,1387.0,1,0,cellular,18,may,256,2.0,0,0,unknown,1
37.0,entrepreneur,divorced,tertiary,0,66.0,0,0,cellular,18,nov,1164,,0,0,unknown,1
41.0,self-employed,married,tertiary,0,-326.0,1,1,unknown,23,may,86,2.0,0,0,unknown,0
27.0,technician,single,tertiary,0,-291.0,1,0,unknown,20,may,66,2.0,0,0,unknown,0
25.0,student,single,tertiary,0,938.0,1,0,,14,may,36,1.0,1,0,other,0
30.0,unemployed,divorced,secondary,0,7105.0,0,0,cellular,22,dec,321,2.0,0,0,unknown,1
27.0,management,single,tertiary,0,2849.0,0,0,cellular,5,feb,335,1.0,0,0,unknown,0
44.0,admin.,married,secondary,0,734.0,1,0,unknown,30,may,38,5.0,0,0,unknown,0
33.0,admin.,married,secondary,0,0.0,0,0,cellular,4,nov,86,3.0,0,0,unknown,0
41.0,administrator,married,secondary,0,4178.0,0,0,unknown,20,jun,168,2.0,0,0,unknown,0
42.0,management,married,primary,0,,0,0,unknown,9,jun,238,1.0,0,0,unknown,0
45.0,services,married,tertiary,0,4958.0,0,0,cellular,4,may,212,4.0,0,0,unknown,0
