age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome
52.0,technician,single,secondary,0,1262.0,0,1,cellular,17,nov,216,1.0,0,0,unknown
32.0,administrator,married,unknown,0,516.0,1,0,cellular,7,may,20,8.0,0,0,unknown
35.0,blue-collar,married,primary,0,1177.0,0,0,cellular,8,jun,243,4.0,0,0,unknown
33.0,housemaid,married,primary,0,0.0,0,0,cellular,8,aug,138,2.0,0,0,unknown
33.0,technician,married,secondary,0,277.0,0,0,cellular,7,aug,155,,0,0,unknown
52.0,blue-collar,married,primary,0,238.0,1,0,unknown,15,may,734,5.0,0,0,unknown
27.0,blue-collar,divorced,unknown,0,2323.0,1,0,cellular,17,jul,153,1.0,0,0,unknown
29.0,services,single,secondary,0,79.0,1,0,cellular,6,may,811,1.0,1,0,other
46.0,entrepreneur,married,secondary,0,404.0,1,0,telephone,12,may,1388,7.0,1,0,failure
57.0,retired,married,primary,0,9367.0,0,0,cellular,11,feb,981,1.0,1,0,success
33.0,management,single,tertiary,0,224.0,0,0,cellular,23,sep,409,2.0,1,0,success
29.0,self-employed,single,tertiary,0,270.0,1,0,cellular,15,oct,94,5.0,1,1,failure
30.0,self-employed,single,tertiary,0,2593.0,0,0,unknown,27,may,662,7.0,0,0,unknown
32.0,management,single,tertiary,0,2915.0,0,0,cellular,8,sep,519,1.0,1,0,failure
34.0,services,single,tertiary,0,371.0,0,0,unknown,20,may,77,1.0,0,0,unknown
35.0,blue-collar,married,primary,0,305.0,1,0,cellular,25,jul,168,2.0,0,0,unknown
38.0,blue-collar,married,primary,0,1.0,1,0,cellular,7,may,154,1.0,0,0,unknown
50.0,administrator,married,secondary,0,4117.0,0,0,cellular,21,nov,530,1.0,0,0,unknown
42.0,blue-collar,married,primary,0,832.0,0,0,unknown,20,jun,13,14.0,0,0,unknown
40.0,blue-collar,married,primary,0,2171.0,1,0,unknown,9,may,97,1.0,0,0,unknown
52.0,management,single,tertiary,0,638.0,1,1,cellular,20,nov,77,2.0,0,0,unknown
35.0,management,married,tertiary,0,2308.0,0,1,unknown,9,jun,540,1.0,0,0,unknown
37.0,services,married,secondary,0,483.0,1,0,cellular,30,jan,188,1.0,0,0,unknown
53.0,management,married,tertiary,0,602.0,1,0,cellular,24,jul,58,2.0,0,0,unknown
31.0,management,single,tertiary,0,518.0,1,0,cellular,18,may,399,1.0,0,0,unknown
44.0,technician,single,tertiary,0,166.0,1,0,unknown,13,may,267,3.0,0,0,unknown
30.0,blue-collar,single,secondary,0,-390.0,1,0,cellular,5,may,275,1.0,0,0,unknown
49.0,admin.,married,secondary,0,1058.0,0,0,telephone,17,nov,291,3.0,0,0,unknown
31.0,blue-collar,divorced,secondary,0,-306.0,0,0,unknown,3,jun,137,2.0,0,0,unknown
40.0,entrepreneur,married,secondary,0,0.0,1,0,cellular,22,jul,117,1.0,0,0,unknown
40.0,admin.,divorced,secondary,0,220.0,1,0,cellular,18,may,197,2.0,0,0,unknown
42.0,blue-collar,married,secondary,0,165.0,0,0,telephone,20,apr,169,1.0,0,0,unknown
32.0,services,single,secondary,0,81.0,1,0,unknown,7,may,126,5.0,0,0,unknown
34.0,unemployed,married,tertiary,0,0.0,0,0,cellular,8,aug,201,6.0,0,0,unknown
54.0,admin.,divorced,unknown,0,0.0,0,0,cellular,14,jul,191,3.0,0,0,unknown
38.0,entrepreneur,married,unknown,0,1134.0,1,0,cellular,7,may,249,4.0,1,0,failure
39.0,management,divorced,tertiary,0,9541.0,0,0,unknown,15,may,815,1.0,0,0,unknown
31.0,blue-collar,married,secondary,0,1078.0,1,0,cellular,13,may,248,1.0,1,0,other
24.0,technician,single,secondary,0,-103.0,1,1,unknown,5,may,145,1.0,0,0,unknown
33.0,admin.,single,secondary,0,1277.0,1,0,cellular,18,may,827,1.0,0,0,unknown
51.0,self-employed,married,tertiary,0,146.0,0,0,cellular,15,jul,132,3.0,0,0,unknown
29.0,,single,secondary,0,290.0,1,1,cellular,8,jul,293,1.0,0,0,unknown
47.0,blue-collar,married,secondary,0,538.0,0,1,cellular,19,nov,131,1.0,0,0,unknown
60.0,retired,divorced,secondary,0,1923.0,0,0,cellular,27,may,282,1.0,0,0,unknown
41.0,blue-collar,divorced,secondary,0,1.0,0,1,unknown,19,jun,289,1.0,0,0,unknown
45.0,services,married,secondary,0,191.0,0,1,unknown,6,jun,136,2.0,0,0,unknown
53.0,management,married,tertiary,0,1624.0,0,0,cellular,30,apr,284,,1,0,success
44.0,management,divorced,tertiary,0,71.0,1,0,cellular,7,aug,142,2.0,0,0,unknown
42.0,technician,single,secondary,0,,0,0,telephone,22,jul,171,2.0,1,0,failure
60.0,blue-collar,married,secondary,0,241.0,1,0,telephone,30,jul,42,,0,0,unknown
39.0,technician,single,secondary,0,1820.0,0,0,,5,jun,231,2.0,0,0,unknown
27.0,unemployed,single,secondary,0,771.0,0,0,cellular,21,oct,181,1.0,1,0,other
61.0,blue-collar,single,primary,0,433.0,0,0,cellular,5,feb,346,1.0,0,0,unknown
49.0,technician,married,secondary,0,905.0,0,0,cellular,12,aug,90,1.0,1,0,success
41.0,management,married,tertiary,0,298.0,0,0,cellular,15,mar,209,2.0,1,0,failure
59.0,retired,single,secondary,0,2432.0,0,0,unknown,11,jun,236,2.0,0,0,unknown
29.0,services,single,unknown,0,196.0,0,0,cellular,30,jan,726,2.0,0,0,unknown
44.0,technician,single,secondary,0,0.0,0,0,cellular,20,aug,156,2.0,0,0,unknown
34.0,technician,single,secondary,1,-14.0,0,0,cellular,14,aug,85,2.0,0,0,unknown
54.0,management,married,unknown,0,876.0,1,0,cellular,28,jan,66,2.0,1,0,failure
32.0,management,married,tertiary,0,6059.0,1,0,cellular,20,nov,110,2.0,0,0,unknown
29.0,technician,single,secondary,0,0.0,1,1,cellular,13,may,77,4.0,0,0,unknown
47.0,blue-collar,divorced,secondary,0,-332.0,0,1,cellular,5,feb,48,2.0,0,0,unknown
,services,single,secondary,0,148.0,0,1,unknown,6,jun,64,1.0,0,0,unknown
37.0,blue-collar,married,secondary,0,7.0,1,1,cellular,7,may,336,1.0,0,0,unknown
43.0,admin.,married,secondary,0,-169.0,1,0,cellular,24,apr,219,1.0,0,0,unknown
36.0,technician,single,tertiary,0,268.0,0,0,cellular,29,aug,54,12.0,0,0,unknown
33.0,administrator,single,secondary,0,894.0,0,0,cellular,5,feb,509,,0,0,unknown
46.0,technician,single,secondary,0,1758.0,1,0,cellular,18,nov,109,1.0,0,0,unknown
28.0,unemployed,married,tertiary,0,264.0,1,0,unknown,21,may,443,2.0,0,0,unknown
32.0,self-employed,single,tertiary,0,12269.0,0,0,unknown,16,may,141,1.0,0,0,unknown
30.0,blue-collar,married,secondary,0,171.0,1,0,unknown,2,jun,230,4.0,0,0,unknown
42.0,self-employed,married,tertiary,0,4960.0,0,0,cellular,17,nov,139,1.0,0,0,unknown
49.0,management,married,tertiary,0,,0,0,telephone,4,may,1076,3.0,1,0,success
44.0,management,divorced,secondary,0,5757.0,1,0,cellular,18,may,114,1.0,0,0,unknown
47.0,management,married,tertiary,0,288.0,0,0,cellular,1,oct,101,1.0,0,0,unknown
32.0,technician,single,tertiary,0,69.0,0,0,cellular,7,may,95,1.0,1,0,other
57.0,technician,married,secondary,0,1144.0,1,0,cellular,6,apr,41,2.0,0,0,unknown
49.0,blue-collar,single,primary,0,2146.0,1,0,cellular,7,may,1516,2.0,1,0,other
62.0,management,married,tertiary,0,1859.0,0,0,telephone,6,aug,245,3.0,0,0,unknown
28.0,management,married,tertiary,0,9664.0,1,0,cellular,24,jul,497,2.0,0,0,unknown
30.0,technician,married,secondary,0,1.0,1,0,unknown,30,may,189,5.0,0,1,unknown
34.0,,married,primary,0,571.0,1,0,unknown,23,may,202,2.0,0,0,unknown
34.0,,divorced,tertiary,0,674.0,1,0,cellular,7,aug,587,2.0,0,0,unknown
36.0,technician,married,secondary,0,287.0,0,0,cellular,22,aug,381,6.0,0,0,unknown
32.0,,single,tertiary,0,665.0,1,0,cellular,21,nov,22,5.0,0,0,unknown
37.0,blue-collar,married,secondary,0,-97.0,1,0,unknown,5,jun,135,2.0,0,0,unknown
,unemployed,married,secondary,0,285.0,1,0,unknown,29,may,859,2.0,0,0,unknown
51.0,retired,single,secondary,0,5885.0,0,0,telephone,3,feb,134,6.0,0,0,unknown
45.0,blue-collar,married,secondary,0,2429.0,1,0,unknown,13,may,171,2.0,0,0,unknown
52.0,retired,married,secondary,0,1052.0,1,0,unknown,29,may,35,1.0,0,0,unknown
49.0,services,married,secondary,0,-301.0,1,0,cellular,12,may,187,4.0,0,0,unknown
48.0,management,divorced,tertiary,0,84.0,1,0,cellular,8,may,14,5.0,1,0,failure
35.0,entrepreneur,single,tertiary,0,1295.0,1,0,cellular,17,apr,952,2.0,1,0,failure
33.0,management,married,tertiary,0,4728.0,0,0,cellular,14,aug,110,3.0,0,0,unknown
29.0,management,married,tertiary,0,20.0,1,0,,12,may,418,1.0,0,0,unknown
40.0,admin.,married,secondary,0,0.0,0,0,cellular,28,jul,496,2.0,1,1,success
29.0,management,married,tertiary,0,727.0,1,0,cellular,17,jul,87,1.0,0,0,unknown
51.0,admin.,married,secondary,0,0.0,0,0,telephone,29,jul,27,2.0,0,0,unknown
44.0,technician,married,tertiary,0,0.0,1,1,unknown,13,may,127,2.0,0,0,unknown
45.0,blue-collar,married,secondary,0,-376.0,1,0,unknown,26,may,162,4.0,0,0,unknown
31.0,management,single,tertiary,0,0.0,0,0,cellular,26,aug,120,6.0,0,0,unknown
55.0,management,divorced,tertiary,0,9756.0,1,0,cellular,5,jun,103,2.0,1,0,other
36.0,technician,married,secondary,0,644.0,0,0,unknown,4,jul,133,1.0,0,0,unknown
39.0,blue-collar,married,secondary,0,0.0,1,1,unknown,20,may,40,1.0,0,0,unknown
34.0,technician,single,secondary,0,1974.0,0,0,cellular,26,aug,603,3.0,0,0,unknown
41.0,management,married,tertiary,0,393.0,1,0,unknown,8,may,110,2.0,0,0,unknown
37.0,blue-collar,married,secondary,0,132.0,0,0,unknown,27,may,336,2.0,0,0,unknown
30.0,services,single,primary,0,5746.0,1,0,,20,nov,125,2.0,0,0,unknown
39.0,technician,divorced,secondary,0,530.0,1,1,cellular,6,may,68,1.0,0,0,unknown
45.0,admin.,divorced,secondary,0,-288.0,0,1,cellular,9,jul,192,2.0,0,0,unknown
34.0,unemployed,married,secondary,0,2173.0,1,1,cellular,7,may,370,,0,0,unknown
38.0,management,married,tertiary,0,5432.0,1,1,cellular,17,apr,707,1.0,1,0,failure
35.0,services,single,secondary,0,25.0,1,0,cellular,10,jul,144,1.0,0,0,unknown
29.0,management,single,tertiary,0,0.0,1,0,unknown,30,may,539,12.0,0,0,unknown
40.0,self-employed,married,secondary,0,,0,0,cellular,21,jul,78,16.0,0,0,unknown
41.0,retired,single,primary,0,,0,0,cellular,27,jul,235,1.0,1,0,failure
63.0,retired,divorced,tertiary,0,0.0,0,0,cellular,13,may,263,1.0,1,0,success
55.0,retired,divorced,secondary,0,2204.0,0,0,cellular,22,feb,261,1.0,1,0,failure
34.0,management,divorced,tertiary,0,70.0,1,0,unknown,22,jul,5,1.0,1,0,other
51.0,entrepreneur,divorced,tertiary,0,2109.0,0,0,cellular,13,oct,79,2.0,0,0,unknown
45.0,admin.,married,secondary,1,-106.0,1,1,cellular,7,may,553,3.0,1,0,other
33.0,blue-collar,married,secondary,0,1541.0,1,0,unknown,23,may,423,2.0,0,0,unknown
39.0,technician,single,secondary,0,300.0,0,0,cellular,10,sep,315,6.0,1,0,failure
31.0,services,married,secondary,0,432.0,1,0,unknown,8,may,446,1.0,0,0,unknown
31.0,management,single,secondary,0,1088.0,1,0,cellular,8,apr,575,2.0,0,0,unknown
34.0,management,married,tertiary,0,676.0,0,0,cellular,7,may,156,1.0,1,0,success
34.0,management,divorced,tertiary,0,-401.0,1,0,cellular,6,may,378,1.0,0,0,unknown
31.0,blue-collar,married,secondary,0,1358.0,1,0,unknown,2,jun,527,1.0,0,0,unknown
43.0,management,single,secondary,0,465.0,0,0,cellular,28,aug,78,12.0,0,0,unknown
32.0,blue-collar,single,primary,0,528.0,1,0,cellular,16,apr,219,1.0,1,0,failure
58.0,retired,married,primary,0,0.0,0,0,cellular,11,aug,566,,0,0,unknown
42.0,unemployed,single,secondary,0,714.0,0,0,cellular,31,jul,145,4.0,0,0,unknown
57.0,management,divorced,tertiary,0,236.0,0,0,cellular,18,nov,120,2.0,0,0,unknown
49.0,entrepreneur,married,primary,0,,0,0,cellular,8,aug,89,2.0,0,0,unknown
25.0,,single,secondary,0,3.0,0,0,cellular,7,jul,136,1.0,0,0,unknown
37.0,technician,married,secondary,0,-796.0,1,1,unknown,26,may,299,1.0,0,0,unknown
43.0,technician,divorced,secondary,0,305.0,1,0,cellular,5,may,674,2.0,1,0,failure
53.0,blue-collar,married,primary,0,-211.0,1,1,cellular,3,feb,195,6.0,1,0,failure
26.0,technician,single,secondary,0,507.0,0,0,cellular,30,apr,380,1.0,0,0,unknown
28.0,technician,single,secondary,0,456.0,0,0,cellular,9,feb,16,9.0,0,0,unknown
40.0,services,single,secondary,0,-278.0,1,0,unknown,12,may,400,3.0,0,0,unknown
41.0,administrator,divorced,secondary,0,270.0,1,0,unknown,5,may,222,1.0,0,0,unknown
58.0,management,married,tertiary,0,,0,0,unknown,11,jun,204,2.0,0,0,unknown
30.0,technician,single,secondary,0,23.0,1,0,unknown,9,may,137,,0,0,unknown
,admin.,married,secondary,0,979.0,0,0,cellular,27,aug,34,15.0,0,0,unknown
27.0,blue-collar,married,secondary,0,-59.0,0,1,cellular,8,jul,154,3.0,0,0,unknown
52.0,management,married,tertiary,0,271.0,1,0,,5,may,99,1.0,0,0,unknown
27.0,technician,single,secondary,0,,1,0,unknown,8,may,192,2.0,0,0,unknown
29.0,,single,tertiary,0,-803.0,1,1,cellular,6,may,827,1.0,1,1,failure
48.0,management,married,secondary,0,11146.0,0,0,unknown,6,jun,136,1.0,0,0,unknown
48.0,technician,married,secondary,0,127.0,0,1,cellular,7,aug,524,5.0,0,0,unknown
55.0,self-employed,married,secondary,0,2678.0,0,1,cellular,18,aug,151,,0,0,unknown
31.0,technician,single,tertiary,0,387.0,0,0,cellular,4,aug,149,1.0,0,0,unknown
49.0,,single,tertiary,0,354.0,1,0,unknown,19,may,166,3.0,0,0,unknown
41.0,management,married,secondary,0,1956.0,0,0,cellular,4,may,114,6.0,1,1,other
63.0,management,married,tertiary,0,3115.0,0,0,cellular,16,nov,432,5.0,0,0,unknown
26.0,services,single,secondary,0,127.0,1,1,cellular,23,jul,85,3.0,0,0,unknown
36.0,administrator,married,secondary,0,68.0,0,1,cellular,8,jul,85,4.0,0,0,unknown
56.0,management,married,tertiary,0,4889.0,0,0,cellular,22,aug,705,4.0,0,0,unknown
41.0,management,divorced,tertiary,0,4495.0,1,0,cellular,11,aug,55,5.0,0,0,unknown
52.0,entrepreneur,married,primary,0,2138.0,0,0,unknown,17,jun,134,1.0,0,0,unknown
32.0,self-employed,married,secondary,0,409.0,0,0,cellular,9,mar,217,2.0,0,0,unknown
40.0,blue-collar,married,unknown,0,87.0,1,0,cellular,13,may,477,3.0,0,0,unknown
30.0,technician,single,secondary,0,-232.0,0,1,cellular,7,aug,-20,2.0,0,0,unknown
27.0,management,married,tertiary,0,312.0,0,0,telephone,5,feb,251,1.0,0,0,unknown
34.0,administrator,married,primary,0,412.0,1,0,cellular,30,jul,134,2.0,0,0,unknown
49.0,technician,married,tertiary,0,2611.0,0,0,cellular,20,apr,194,2.0,0,0,unknown
56.0,blue-collar,married,secondary,0,1210.0,0,0,unknown,11,jun,935,1.0,0,0,unknown
38.0,unemployed,single,secondary,0,7159.0,0,0,telephone,30,jul,285,2.0,0,0,unknown
38.0,blue-collar,married,secondary,0,,1,0,unknown,9,jun,37,1.0,0,0,unknown
33.0,management,married,tertiary,0,4570.0,0,0,cellular,22,aug,1258,2.0,0,0,unknown
34.0,technician,married,unknown,0,4053.0,1,0,unknown,23,may,123,2.0,0,0,unknown
54.0,technician,divorced,secondary,0,221.0,0,0,cellular,11,aug,413,2.0,0,0,unknown
48.0,management,divorced,secondary,0,635.0,0,0,unknown,9,jun,236,2.0,0,0,unknown
26.0,blue-collar,single,secondary,0,96.0,1,0,unknown,12,may,181,2.0,0,0,unknown
55.0,housemaid,married,primary,0,1233.0,0,0,cellular,28,aug,97,2.0,0,0,unknown
54.0,housemaid,married,secondary,0,1182.0,1,0,cellular,6,may,118,2.0,1,0,failure
35.0,management,single,tertiary,0,18111.0,0,0,cellular,14,aug,172,4.0,0,0,unknown
37.0,admin.,married,secondary,0,1559.0,0,0,cellular,27,may,81,1.0,0,0,unknown
26.0,student,single,secondary,0,1164.0,0,0,cellular,9,jul,116,1.0,1,0,other
48.0,blue-collar,single,primary,0,623.0,1,0,cellular,2,feb,1425,2.0,0,0,unknown
58.0,technician,divorced,secondary,0,553.0,1,0,cellular,28,jul,174,2.0,0,0,unknown
43.0,management,single,tertiary,0,0.0,0,0,cellular,28,aug,331,2.0,0,0,unknown
40.0,blue-collar,married,primary,0,2880.0,1,0,unknown,6,may,145,2.0,0,0,unknown
27.0,services,single,secondary,0,437.0,1,1,unknown,30,may,275,2.0,0,0,unknown
34.0,management,married,tertiary,0,436.0,1,0,cellular,17,apr,28,1.0,1,0,failure
51.0,technician,married,secondary,0,52.0,0,0,cellular,13,aug,114,2.0,0,0,unknown
51.0,blue-collar,married,primary,0,14.0,1,1,cellular,20,apr,233,2.0,1,0,failure
50.0,blue-collar,married,secondary,0,0.0,0,0,cellular,27,aug,78,3.0,0,0,unknown
65.0,retired,married,secondary,0,1176.0,0,0,cellular,6,aug,111,,1,0,failure
45.0,services,married,secondary,0,1181.0,1,0,cellular,7,aug,141,3.0,0,0,unknown
51.0,housemaid,married,tertiary,0,3122.0,1,0,unknown,30,may,33,2.0,0,0,unknown
35.0,admin.,married,secondary,0,,1,0,cellular,5,may,131,1.0,0,0,unknown
34.0,management,single,tertiary,0,395.0,1,0,cellular,16,apr,316,2.0,0,0,unknown
41.0,blue-collar,married,secondary,0,382.0,1,0,telephone,17,apr,218,2.0,0,0,unknown
38.0,blue-collar,married,primary,0,-42.0,1,0,cellular,14,may,87,1.0,0,0,unknown
47.0,blue-collar,single,secondary,0,1976.0,0,1,cellular,20,nov,82,1.0,0,0,unknown
39.0,management,single,tertiary,0,0.0,1,0,cellular,6,feb,13,8.0,0,0,other
50.0,blue-collar,married,secondary,0,0.0,0,0,cellular,8,aug,192,2.0,0,0,unknown
42.0,services,married,secondary,0,9277.0,1,0,cellular,15,may,395,,1,0,other
47.0,technician,divorced,secondary,0,598.0,0,0,cellular,27,aug,120,8.0,0,0,unknown
48.0,technician,married,secondary,0,14148.0,1,0,cellular,18,aug,85,2.0,0,0,unknown
24.0,administrator,single,tertiary,0,805.0,1,0,cellular,5,may,169,2.0,0,0,unknown
49.0,self-employed,divorced,secondary,0,6116.0,1,0,cellular,21,nov,43,1.0,0,0,unknown
41.0,services,divorced,tertiary,0,1583.0,1,0,,9,jul,662,1.0,0,0,unknown
44.0,retired,married,secondary,0,181.0,1,0,unknown,19,may,131,6.0,0,0,unknown
32.0,technician,married,secondary,0,999.0,0,0,cellular,11,aug,382,3.0,0,0,unknown
51.0,blue-collar,divorced,secondary,0,734.0,1,1,cellular,5,may,17,1.0,0,0,unknown
37.0,housemaid,married,secondary,0,12939.0,1,1,cellular,16,jul,39,9.0,0,0,unknown
41.0,blue-collar,married,secondary,0,-15.0,1,0,unknown,7,may,169,2.0,0,0,unknown
51.0,technician,married,tertiary,0,1347.0,1,1,cellular,30,apr,116,1.0,1,0,success
37.0,blue-collar,married,secondary,0,15801.0,1,0,unknown,14,may,456,9.0,0,0,unknown
55.0,management,married,tertiary,0,,0,1,cellular,31,jul,126,2.0,0,0,unknown
42.0,blue-collar,divorced,unknown,0,0.0,0,0,cellular,7,jul,64,2.0,0,0,unknown
31.0,services,married,primary,0,-212.0,0,1,cellular,20,nov,911,4.0,0,0,unknown
28.0,services,single,primary,0,302.0,0,0,unknown,3,jun,248,9.0,0,0,unknown
25.0,entrepreneur,single,tertiary,0,16874.0,1,1,cellular,15,may,117,2.0,0,0,unknown
49.0,management,married,secondary,0,249.0,0,0,telephone,6,nov,234,1.0,0,0,unknown
45.0,admin.,,secondary,0,434.0,0,0,cellular,26,aug,76,4.0,0,0,unknown
42.0,blue-collar,married,primary,0,1556.0,0,1,cellular,8,jul,113,1.0,0,0,unknown
51.0,housemaid,married,primary,0,1093.0,0,1,unknown,18,jun,18,1.0,0,0,unknown
54.0,management,divorced,tertiary,0,2625.0,1,0,cellular,26,aug,67,3.0,0,0,unknown
46.0,blue-collar,married,secondary,0,922.0,0,1,cellular,14,jul,151,2.0,0,0,unknown
32.0,technician,single,tertiary,0,2684.0,1,0,cellular,18,may,542,2.0,0,0,unknown
54.0,blue-collar,married,primary,0,489.0,1,1,cellular,20,apr,280,4.0,1,0,other
31.0,management,married,tertiary,0,557.0,1,0,cellular,18,jul,111,1.0,0,0,unknown
34.0,technician,married,secondary,0,19.0,1,0,unknown,5,may,362,4.0,0,0,unknown
39.0,self-employed,married,tertiary,0,585.0,1,0,cellular,18,nov,48,1.0,1,0,failure
26.0,administrator,single,secondary,0,96.0,1,0,cellular,13,may,612,2.0,1,0,other
35.0,services,married,secondary,0,-197.0,1,0,unknown,26,may,103,1.0,0,0,unknown
38.0,blue-collar,married,secondary,0,2283.0,1,0,cellular,14,jul,221,3.0,0,0,unknown
51.0,,married,primary,0,3726.0,0,1,cellular,27,aug,119,12.0,0,0,unknown
56.0,management,divorced,tertiary,0,10532.0,0,0,cellular,7,aug,324,1.0,0,0,unknown
26.0,management,single,secondary,0,565.0,1,0,unknown,6,jun,582,11.0,0,0,unknown
31.0,technician,single,secondary,0,1819.0,1,0,unknown,15,may,226,2.0,0,0,unknown
32.0,administrator,married,secondary,0,200.0,0,0,cellular,1,sep,729,1.0,0,0,failure
39.0,blue-collar,married,secondary,0,983.0,1,0,unknown,6,may,97,1.0,0,0,unknown
40.0,administrator,single,secondary,0,985.0,1,0,cellular,15,apr,313,,1,0,other
47.0,blue-collar,married,primary,0,430.0,0,0,unknown,8,may,89,8.0,0,0,unknown
54.0,blue-collar,married,secondary,0,5521.0,1,0,cellular,7,apr,581,2.0,0,0,unknown
32.0,management,single,tertiary,0,223.0,0,0,cellular,29,jan,365,1.0,0,0,unknown
25.0,blue-collar,single,secondary,0,158.0,1,1,cellular,16,jul,231,2.0,0,0,unknown
59.0,blue-collar,married,secondary,0,12928.0,0,0,cellular,8,aug,66,2.0,0,0,unknown
39.0,blue-collar,married,secondary,0,43.0,0,0,cellular,15,may,354,8.0,0,0,unknown
45.0,blue-collar,married,primary,0,,1,0,cellular,12,may,204,1.0,1,0,failure
40.0,blue-collar,married,secondary,0,,1,1,telephone,13,nov,72,1.0,0,0,unknown
29.0,self-employed,married,secondary,0,123.0,0,1,cellular,21,apr,158,2.0,1,0,success
59.0,,married,secondary,0,0.0,0,0,cellular,29,aug,62,2.0,0,0,unknown
33.0,management,married,tertiary,0,184.0,0,0,cellular,5,feb,113,1.0,0,0,unknown
,management,married,tertiary,0,318.0,0,0,,18,nov,638,2.0,0,0,unknown
47.0,blue-collar,married,secondary,0,1730.0,1,0,cellular,30,apr,231,1.0,0,0,unknown
49.0,,married,secondary,0,3635.0,1,0,cellular,5,aug,171,2.0,0,0,unknown
59.0,admin.,married,secondary,0,230.0,1,0,unknown,6,may,190,3.0,0,0,unknown
27.0,admin.,married,secondary,0,1417.0,1,0,cellular,15,may,143,2.0,1,0,failure
40.0,entrepreneur,married,secondary,0,1532.0,1,1,cellular,18,nov,173,7.0,0,0,unknown
51.0,services,married,secondary,0,1703.0,1,0,cellular,7,may,101,1.0,0,0,unknown
41.0,admin.,married,secondary,0,546.0,1,0,cellular,4,feb,418,2.0,0,0,unknown
51.0,services,married,secondary,0,135.0,0,0,cellular,25,aug,105,4.0,0,0,unknown
35.0,technician,divorced,secondary,0,0.0,0,0,,24,jul,262,2.0,0,0,unknown
33.0,blue-collar,single,primary,0,910.0,1,0,cellular,20,apr,42,1.0,0,0,unknown
35.0,management,single,tertiary,0,916.0,1,0,cellular,14,may,460,2.0,0,0,unknown
34.0,technician,married,secondary,0,1072.0,0,1,cellular,5,feb,136,1.0,1,0,failure
35.0,technician,married,secondary,0,353.0,0,0,cellular,28,aug,17,9.0,0,0,unknown
42.0,blue-collar,single,primary,0,1401.0,1,0,unknown,19,jun,69,1.0,0,0,unknown
32.0,self-employed,married,primary,0,286.0,1,0,cellular,6,aug,175,1.0,0,0,unknown
50.0,management,married,secondary,0,309.0,0,0,telephone,5,jun,113,1.0,0,0,unknown
54.0,technician,married,secondary,0,1349.0,0,0,telephone,11,aug,697,6.0,0,0,unknown
30.0,self-employed,married,secondary,0,581.0,1,0,cellular,21,nov,197,3.0,0,0,unknown
43.0,blue-collar,married,primary,0,-25.0,1,0,cellular,12,may,254,,1,0,failure
28.0,blue-collar,married,secondary,0,0.0,1,0,cellular,15,may,6,4.0,0,0,unknown
56.0,entrepreneur,divorced,tertiary,0,2975.0,0,1,cellular,30,jul,28,13.0,0,0,unknown
55.0,management,married,tertiary,0,740.0,0,0,cellular,25,aug,57,3.0,0,0,unknown
29.0,administrator,single,tertiary,0,41.0,1,0,cellular,13,aug,148,2.0,0,0,unknown
45.0,admin.,single,secondary,0,0.0,1,0,cellular,8,may,38,1.0,0,0,unknown
33.0,blue-collar,married,secondary,0,328.0,1,0,cellular,20,apr,72,1.0,1,1,failure
48.0,blue-collar,married,secondary,0,157.0,1,0,unknown,6,may,73,1.0,0,0,unknown
56.0,retired,married,unknown,0,230.0,0,0,cellular,8,jun,58,2.0,0,0,unknown
56.0,technician,married,secondary,0,147.0,0,0,cellular,12,apr,203,1.0,0,0,unknown
43.0,management,divorced,tertiary,0,1133.0,1,0,cellular,5,may,131,1.0,0,0,unknown
50.0,admin.,divorced,secondary,0,175.0,0,0,cellular,22,jul,112,,0,0,unknown
43.0,management,single,tertiary,0,776.0,0,0,telephone,18,may,52,9.0,0,0,unknown
30.0,technician,married,tertiary,0,1307.0,0,0,cellular,18,dec,248,6.0,0,0,unknown
33.0,admin.,married,secondary,0,1293.0,1,0,cellular,15,may,245,9.0,1,0,failure
49.0,administrator,married,secondary,0,272.0,1,1,cellular,17,nov,108,,0,0,unknown
26.0,student,single,tertiary,0,376.0,0,0,telephone,2,feb,237,2.0,0,0,unknown
34.0,admin.,married,secondary,0,1671.0,0,0,unknown,21,may,160,1.0,0,0,unknown
38.0,services,married,secondary,0,702.0,1,0,unknown,12,jun,143,1.0,0,0,unknown
55.0,services,married,secondary,0,1150.0,0,1,cellular,23,jul,218,3.0,0,0,unknown
52.0,services,married,primary,0,1625.0,0,0,cellular,8,aug,459,2.0,0,0,unknown
34.0,administrator,single,secondary,0,4447.0,1,0,cellular,2,jun,159,1.0,1,0,failure
34.0,blue-collar,married,secondary,0,808.0,1,1,cellular,17,jul,20,3.0,0,0,unknown
27.0,technician,single,tertiary,0,1075.0,0,0,cellular,2,mar,658,1.0,0,0,unknown
38.0,services,single,secondary,0,0.0,1,0,unknown,27,may,166,2.0,0,0,unknown
58.0,retired,married,secondary,0,374.0,1,1,cellular,28,jan,223,1.0,1,0,failure
33.0,blue-collar,single,primary,1,-15.0,0,1,cellular,7,jul,326,2.0,0,0,unknown
37.0,admin.,single,tertiary,0,635.0,0,0,cellular,2,sep,238,1.0,1,0,failure
31.0,blue-collar,married,primary,0,263.0,1,0,cellular,18,may,75,4.0,0,0,unknown
49.0,blue-collar,married,primary,0,1536.0,1,0,unknown,19,may,400,2.0,0,0,unknown
