,age,job,marital,education,default,balance,housing,loan,contact,month,duration,campaign,pdays,previous,poutcome,y
4638,32.0,technician,single,secondary,no,945.0,no,no,cellular,5,312,3.0,-1,0.0,unknown,no
4639,39.0,blue-collar,single,secondary,no,116.0,yes,no,unknown,5,182,3.0,-1,0.0,unknown,no
4640,36.0,administrator,single,tertiary,no,649.0,no,no,cellular,11,224,1.0,111,1.0,other,no
4641,34.0,administrator,married,secondary,no,1434.0,no,n,cellular,11,50,1.0,-1,0.0,unknown,no
4642,31.0,blue-collar,single,secondary,no,196.0,yes,n,cellular,5,568,1.0,341,7.0,failure,yes
4643,35.0,management,single,tertiary,no,66.0,no,no,cellular,7,213,3.0,-1,0.0,unknown,no
4644,32.0,self-employed,single,tertiary,no,0.0,yes,no,cellular,5,767,1.0,-1,0.0,unknown,yes
4645,34.0,administrator,single,secondary,no,0.0,yes,n,unknown,5,150,1.0,-1,0.0,unknown,no
4646,37.0,blue-collar,single,secondary,no,197.0,yes,n,unknown,5,251,3.0,-1,0.0,unknown,no
4647,57.0,retired,married,primary,no,243.0,no,no,cellular,8,108,4.0,-1,0.0,unknown,no
4648,29.0,blue-collar,married,secondary,no,64.0,yes,yes,cellular,7,611,2.0,-1,0.0,unknown,no
4649,52.0,administrator,married,primary,no,321.0,yes,no,unknown,5,141,4.0,-1,0.0,unknown,no
4650,33.0,management,married,tertiary,no,643.0,no,no,cellular,8,203,1.0,94,1.0,other,no
4651,50.0,services,divorced,secondary,no,622.0,yes,no,cellular,5,93,3.0,-1,0.0,unknown,no
4652,40.0,entrepreneur,divorced,tertiary,no,1225.0,yes,no,cellular,7,919,2.0,-1,0.0,unknown,no
4653,34.0,self-employed,married,tertiary,no,0.0,yes,no,cellular,7,118,4.0,-1,0.0,unknown,no
4654,32.0,self-employed,single,secondary,no,356.0,yes,n,cellular,8,511,6.0,-1,0.0,unknown,no
4655,45.0,services,married,primary,no,132.0,no,no,cellular,7,179,2.0,-1,0.0,unknown,no
4656,32.0,technician,single,primary,no,145.0,yes,no,telephone,2,124,2.0,9,2.0,other,no
4657,27.0,management,single,tertiary,no,8.0,no,n,telephone,1,176,2.0,-1,0.0,unknown,no
4658,33.0,blue-collar,married,secondary,no,1233.0,yes,no,cellular,5,141,1.0,-1,0.0,unknown,no
4659,41.0,blue-collar,married,unknown,no,1402.0,no,no,cellular,7,33,14.0,-1,0.0,unknown,no
4660,54.0,technician,married,secondary,no,6.0,yes,no,cellular,5,109,1.0,367,1.0,failure,no
4661,40.0,blue-collar,divorced,secondary,no,973.0,no,n,cellular,5,449,1.0,-1,0.0,unknown,yes
4662,40.0,management,married,tertiary,no,5.0,yes,n,cellular,11,219,3.0,-1,0.0,unknown,no
4663,55.0,blue-collar,married,unknown,no,2691.0,yes,no,cellular,11,278,1.0,104,2.0,other,no
4664,46.0,self-employed,married,secondary,no,0.0,no,yes,telephone,7,150,2.0,-1,0.0,unknown,no
4665,30.0,management,single,tertiary,no,59.0,yes,y,unknown,5,202,1.0,-1,0.0,unknown,no
4666,48.0,entrepreneur,married,tertiary,yes,0.0,no,n,cellular,7,725,4.0,-1,0.0,unknown,yes
4667,44.0,blue-collar,married,secondary,no,3610.0,yes,no,unknown,5,23,15.0,-1,0.0,unknown,no
4668,41.0,technician,married,tertiary,no,-15.0,yes,no,cellular,5,33,1.0,-1,0.0,unknown,no
4669,48.0,unemployed,married,secondary,no,926.0,no,n,cellular,2,382,4.0,185,6.0,success,yes
4670,44.0,blue-collar,married,secondary,no,2885.0,yes,no,unknown,5,63,3.0,-1,0.0,unknown,no
4671,30.0,technician,single,tertiary,no,-111.0,no,no,unknown,6,266,2.0,-1,0.0,unknown,no
4672,33.0,self-employed,married,tertiary,no,-103.0,yes,no,cellular,11,149,2.0,175,1.0,failure,no
4673,36.0,unemployed,divorced,secondary,no,5.0,yes,no,cellular,1,169,1.0,2,2.0,other,no
4674,61.0,management,married,tertiary,no,6016.0,no,no,cellular,11,199,1.0,275,3.0,success,no
4675,31.0,blue-collar,single,secondary,no,-159.0,no,yes,telephone,11,49,1.0,-1,0.0,unknown,no
4676,35.0,blue-collar,married,primary,no,208.0,yes,no,unknown,5,247,3.0,-1,0.0,unknown,no
4677,52.0,services,married,secondary,no,659.0,no,no,cellular,1,390,4.0,93,1.0,success,yes
4678,54.0,blue-collar,divorced,secondary,no,218.0,no,no,unknown,6,514,2.0,-1,0.0,unknown,no
4679,34.0,management,married,tertiary,no,271.0,yes,no,cellular,2,308,1.0,94,4.0,success,yes
4680,28.0,technician,single,secondary,no,313.0,no,no,cellular,2,1183,2.0,-1,0.0,unknown,yes
4681,24.0,administrator,single,secondary,no,99.0,no,n,cellular,2,56,3.0,-1,0.0,unknown,no
4682,29.0,technician,single,secondary,no,500.0,yes,n,cellular,5,273,3.0,-1,0.0,unknown,no
4683,42.0,blue-collar,married,primary,no,3405.0,yes,no,unknown,5,221,2.0,-1,0.0,unknown,no
4684,34.0,housemaid,married,tertiary,no,677.0,no,no,cellular,2,37,2.0,-1,0.0,unknown,no
4685,32.0,technician,married,secondary,no,10000.0,yes,n,unknown,5,296,1.0,-1,0.0,unknown,no
4686,51.0,technician,single,tertiary,no,10000.0,yes,n,unknown,6,151,7.0,-1,0.0,unknown,no
4687,48.0,management,married,tertiary,no,571.0,yes,yes,cellular,11,77,2.0,-1,0.0,unknown,no
4688,32.0,blue-collar,single,secondary,no,53.0,yes,no,cellular,11,276,1.0,195,1.0,failure,no
4689,45.0,technician,married,secondary,no,879.0,no,no,cellular,7,621,2.0,-1,0.0,unknown,yes
4690,51.0,administrator,divorced,secondary,no,520.0,no,yes,cellular,7,157,1.0,-1,0.0,unknown,no
4691,67.0,technician,married,secondary,no,0.0,no,no,cellular,8,1152,2.0,188,1.0,success,no
4692,55.0,management,divorced,secondary,no,1526.0,yes,no,cellular,11,105,1.0,-1,0.0,unknown,no
4693,30.0,management,single,tertiary,no,572.0,no,no,cellular,6,339,3.0,183,2.0,success,yes
4694,32.0,technician,single,unknown,no,-170.0,no,no,unknown,5,46,1.0,-1,0.0,unknown,no
4695,31.0,management,single,tertiary,no,581.0,yes,yes,cellular,1,572,1.0,-1,0.0,unknown,no
4696,53.0,administrator,married,secondary,no,1739.0,yes,no,unknown,5,103,3.0,-1,0.0,unknown,no
4697,36.0,blue-collar,single,secondary,no,1822.0,yes,n,cellular,4,952,1.0,323,1.0,other,yes
4698,54.0,technician,married,secondary,no,42.0,no,yes,unknown,7,389,2.0,-1,0.0,unknown,no
4699,47.0,management,married,tertiary,no,2889.0,no,no,telephone,7,259,12.0,-1,0.0,unknown,no
4700,48.0,blue-collar,married,primary,no,134.0,yes,no,unknown,5,315,2.0,-1,0.0,unknown,no
4701,53.0,administrator,married,unknown,no,210.0,yes,no,telephone,7,280,3.0,-1,0.0,unknown,no
4702,46.0,entrepreneur,married,tertiary,no,9.0,no,n,cellular,4,126,6.0,-1,0.0,unknown,no
4703,39.0,administrator,married,secondary,no,2598.0,no,no,cellular,11,123,1.0,-1,0.0,unknown,no
4704,42.0,blue-collar,married,secondary,no,363.0,no,no,cellular,4,101,2.0,-1,0.0,unknown,no
4705,33.0,blue-collar,married,secondary,no,2502.0,yes,n,cellular,4,285,1.0,270,1.0,failure,no
4706,48.0,blue-collar,single,secondary,no,8982.0,yes,no,unknown,5,628,1.0,-1,0.0,unknown,no
4707,32.0,management,single,tertiary,no,27.0,no,no,cellular,8,146,3.0,-1,0.0,unknown,no
4708,50.0,housemaid,married,secondary,no,195.0,no,n,cellular,8,168,2.0,-1,0.0,unknown,no
4709,31.0,management,single,tertiary,no,98.0,no,no,cellular,8,69,2.0,-1,0.0,unknown,no
4710,32.0,administrator,single,secondary,no,496.0,yes,no,unknown,5,788,2.0,-1,0.0,unknown,no
4711,40.0,blue-collar,married,unknown,no,222.0,yes,n,unknown,5,465,8.0,-1,0.0,unknown,no
4712,31.0,technician,single,tertiary,no,279.0,yes,no,unknown,5,198,1.0,-1,0.0,unknown,no
4713,47.0,entrepreneur,married,tertiary,no,1855.0,no,no,unknown,6,129,3.0,-1,0.0,unknown,no
4714,26.0,technician,married,tertiary,no,3825.0,yes,no,unknown,5,107,1.0,-1,0.0,unknown,no
4715,60.0,housemaid,married,primary,no,1043.0,no,no,cellular,8,1364,4.0,-1,0.0,unknown,no
4716,38.0,services,divorced,primary,no,0.0,yes,no,cellular,11,250,1.0,155,2.0,failure,no
4717,34.0,technician,married,secondary,no,-136.0,yes,yes,cellular,8,131,2.0,-1,0.0,unknown,no
4718,28.0,administrator,married,secondary,no,576.0,yes,y,cellular,5,20,1.0,-1,0.0,unknown,no
4719,54.0,housemaid,divorced,primary,no,215.0,no,yes,unknown,6,117,2.0,-1,0.0,unknown,no
4720,74.0,administrator,married,secondary,no,935.0,no,n,cellular,10,400,1.0,173,3.0,success,yes
4721,32.0,unemployed,divorced,secondary,no,527.0,no,n,cellular,1,38,1.0,-1,0.0,unknown,no
4722,30.0,self-employed,single,tertiary,no,432.0,yes,n,cellular,2,402,1.0,-1,0.0,unknown,yes
4723,36.0,self-employed,single,secondary,no,1173.0,yes,yes,unknown,6,50,5.0,-1,0.0,unknown,no
4724,30.0,management,single,secondary,no,340.0,yes,no,cellular,5,136,2.0,361,1.0,other,no
4725,40.0,unemployed,divorced,secondary,no,193.0,yes,n,cellular,5,195,1.0,357,1.0,failure,no
4726,46.0,blue-collar,married,primary,no,346.0,yes,no,unknown,5,402,1.0,-1,0.0,unknown,no
4727,50.0,technician,married,unknown,no,680.0,no,no,cellular,7,457,5.0,-1,0.0,unknown,no
4728,33.0,blue-collar,married,secondary,no,5164.0,no,n,cellular,8,238,2.0,265,1.0,failure,no
4729,52.0,blue-collar,married,secondary,no,5275.0,no,yes,cellular,7,1029,3.0,-1,0.0,unknown,no
4730,36.0,blue-collar,single,secondary,no,275.0,yes,no,cellular,4,89,1.0,332,2.0,failure,no
4731,39.0,technician,divorced,secondary,no,115.0,no,no,cellular,8,116,9.0,-1,0.0,unknown,no
4732,32.0,technician,married,tertiary,no,1189.0,no,no,unknown,6,323,3.0,-1,0.0,unknown,no
4733,53.0,technician,divorced,secondary,no,258.0,yes,y,cellular,5,48,2.0,-1,0.0,unknown,no
4734,32.0,self-employed,single,tertiary,no,658.0,yes,no,cellular,3,283,1.0,-1,0.0,unknown,yes
4735,47.0,services,married,primary,no,1803.0,yes,yes,cellular,8,82,7.0,-1,0.0,unknown,no
4736,55.0,management,divorced,secondary,no,394.0,no,no,unknown,6,119,3.0,-1,0.0,unknown,no
4737,46.0,self-employed,single,secondary,no,1029.0,no,n,cellular,11,108,2.0,-1,0.0,unknown,no
4738,68.0,retired,married,primary,no,7945.0,no,no,cellular,10,210,1.0,-1,0.0,unknown,no
4739,46.0,management,married,tertiary,no,1906.0,no,no,cellular,8,44,6.0,-1,0.0,unknown,no
4740,45.0,administrator,divorced,secondary,no,1293.0,yes,yes,telephone,10,164,1.0,-1,0.0,unknown,no
4741,33.0,management,divorced,tertiary,no,433.0,no,no,cellular,8,575,1.0,-1,0.0,unknown,no
4742,33.0,management,single,tertiary,no,1304.0,yes,no,cellular,5,536,2.0,-1,0.0,unknown,yes
4743,39.0,blue-collar,divorced,secondary,no,160.0,yes,no,unknown,5,151,2.0,-1,0.0,unknown,no
4744,29.0,blue-collar,married,secondary,no,-49.0,yes,yes,cellular,7,210,1.0,-1,0.0,unknown,no
4745,47.0,services,divorced,secondary,no,743.0,yes,yes,unknown,5,367,1.0,-1,0.0,unknown,no
4746,29.0,blue-collar,single,primary,no,3508.0,yes,n,cellular,4,462,1.0,-1,0.0,unknown,no
4747,32.0,blue-collar,married,secondary,no,1780.0,yes,yes,unknown,6,238,1.0,-1,0.0,unknown,no
4748,34.0,entrepreneur,married,secondary,yes,-538.0,yes,n,cellular,4,428,1.0,-1,0.0,unknown,no
4749,44.0,services,married,secondary,no,-22.0,yes,n,unknown,5,37,1.0,-1,0.0,unknown,no
4750,36.0,self-employed,married,tertiary,no,2017.0,no,no,cellular,7,246,18.0,-1,0.0,unknown,no
4751,40.0,blue-collar,married,secondary,no,-60.0,yes,no,cellular,7,250,1.0,-1,0.0,unknown,no
4752,52.0,administrator,married,secondary,no,225.0,yes,no,unknown,5,167,1.0,-1,0.0,unknown,no
4753,32.0,housemaid,married,primary,no,64.0,no,yes,cellular,7,223,6.0,-1,0.0,unknown,no
4754,49.0,housemaid,married,secondary,no,211.0,no,no,cellular,8,220,2.0,-1,0.0,unknown,no
4755,36.0,services,single,secondary,no,0.0,no,no,unknown,6,270,3.0,-1,0.0,unknown,no
4756,49.0,blue-collar,married,primary,no,816.0,yes,no,cellular,4,76,1.0,260,7.0,failure,no
4757,53.0,blue-collar,married,primary,no,5603.0,no,no,cellular,8,2372,6.0,-1,0.0,unknown,yes
4758,42.0,management,married,tertiary,no,160.0,no,no,cellular,8,97,2.0,-1,0.0,unknown,no
4759,35.0,technician,married,secondary,no,222.0,yes,no,cellular,11,233,1.0,190,6.0,failure,no
4760,32.0,management,single,tertiary,no,1351.0,no,n,cellular,3,228,1.0,91,1.0,failure,no
4761,41.0,technician,married,secondary,no,65.0,no,no,cellular,8,157,1.0,-1,0.0,unknown,no
4762,52.0,services,married,secondary,no,659.0,no,no,cellular,10,113,1.0,-1,0.0,unknown,yes
4763,39.0,blue-collar,married,primary,no,2862.0,yes,no,unknown,5,227,2.0,-1,0.0,unknown,no
4764,32.0,technician,married,secondary,no,116.0,no,n,unknown,5,554,2.0,-1,0.0,unknown,yes
4765,70.0,retired,married,tertiary,no,10000.0,no,no,telephone,10,90,1.0,-1,0.0,unknown,no
4766,34.0,blue-collar,married,secondary,no,584.0,yes,no,cellular,7,154,2.0,-1,0.0,unknown,no
4767,35.0,management,married,tertiary,no,4038.0,yes,yes,unknown,5,160,6.0,-1,0.0,unknown,no
4768,38.0,technician,married,secondary,no,557.0,yes,no,cellular,11,1556,4.0,-1,0.0,unknown,yes
4769,37.0,technician,married,secondary,no,123.0,yes,y,unknown,5,530,2.0,-1,0.0,unknown,no
4770,45.0,retired,married,secondary,no,900.0,yes,n,cellular,2,508,1.0,266,4.0,other,no
4771,45.0,blue-collar,married,secondary,no,1144.0,yes,no,unknown,10,676,1.0,-1,0.0,unknown,yes
4772,40.0,blue-collar,divorced,secondary,no,393.0,yes,yes,cellular,7,291,1.0,-1,0.0,unknown,no
4773,36.0,entrepreneur,married,tertiary,no,99.0,yes,yes,cellular,4,393,3.0,-1,0.0,unknown,no
4774,58.0,technician,married,unknown,no,1617.0,yes,n,cellular,2,109,4.0,274,2.0,failure,no
4775,32.0,services,married,secondary,no,1844.0,yes,y,cellular,7,168,6.0,-1,0.0,unknown,no
4776,28.0,blue-collar,single,primary,no,16.0,yes,no,cellular,5,217,1.0,-1,0.0,unknown,no
4777,33.0,blue-collar,single,tertiary,no,700.0,no,n,cellular,4,169,1.0,80,2.0,success,yes
4778,39.0,blue-collar,married,secondary,no,483.0,yes,n,unknown,5,282,1.0,-1,0.0,unknown,no
4779,50.0,blue-collar,married,secondary,no,74.0,yes,yes,unknown,5,146,1.0,-1,0.0,unknown,no
4780,30.0,services,married,secondary,no,129.0,yes,n,unknown,5,1446,7.0,-1,0.0,unknown,yes
4781,30.0,administrator,married,secondary,no,4.0,no,no,unknown,6,7,2.0,-1,0.0,unknown,no
4782,45.0,administrator,single,secondary,no,341.0,yes,yes,cellular,5,77,2.0,-1,0.0,unknown,no
4783,30.0,self-employed,married,primary,no,674.0,yes,no,cellular,11,72,2.0,-1,0.0,unknown,no
4784,57.0,technician,married,secondary,no,10000.0,yes,no,telephone,11,232,1.0,-1,0.0,unknown,no
4785,30.0,technician,married,tertiary,no,81.0,no,no,cellular,8,51,1.0,-1,0.0,unknown,no
4786,32.0,blue-collar,single,secondary,no,75.0,yes,no,cellular,5,127,1.0,-1,0.0,unknown,no
4787,45.0,administrator,divorced,secondary,no,246.0,no,no,unknown,6,119,1.0,-1,0.0,unknown,no
4788,52.0,management,married,secondary,no,0.0,yes,yes,cellular,5,161,1.0,332,8.0,failure,no
4789,43.0,blue-collar,married,secondary,no,1205.0,yes,no,unknown,5,769,2.0,-1,0.0,unknown,no
4790,40.0,management,married,tertiary,no,0.0,no,n,cellular,7,111,1.0,-1,0.0,unknown,no
4791,52.0,management,married,tertiary,no,10000.0,yes,no,cellular,11,48,1.0,-1,0.0,unknown,no
4792,25.0,administrator,single,secondary,no,681.0,yes,n,unknown,6,105,3.0,-1,0.0,unknown,no
4793,30.0,services,married,secondary,no,271.0,yes,no,unknown,5,365,1.0,-1,0.0,unknown,no
4794,33.0,blue-collar,married,primary,no,934.0,yes,no,unknown,6,244,2.0,-1,0.0,unknown,no
4795,50.0,services,married,unknown,no,1688.0,no,no,telephone,7,156,2.0,-1,0.0,unknown,no
4796,40.0,blue-collar,single,primary,no,397.0,no,no,unknown,6,163,1.0,-1,0.0,unknown,no
4797,44.0,administrator,married,primary,no,-92.0,no,y,cellular,7,526,5.0,-1,0.0,unknown,no
4798,58.0,administrator,single,secondary,no,247.0,no,yes,unknown,6,66,6.0,-1,0.0,unknown,no
4799,31.0,technician,single,secondary,no,198.0,no,no,cellular,1,366,4.0,-1,0.0,unknown,no
4800,29.0,technician,single,secondary,no,120.0,no,no,cellular,2,110,3.0,-1,0.0,unknown,no
4801,46.0,blue-collar,married,unknown,no,55.0,no,no,cellular,7,55,1.0,-1,0.0,unknown,no
4802,40.0,services,married,secondary,no,1116.0,yes,no,cellular,5,350,5.0,286,2.0,failure,no
4803,29.0,entrepreneur,married,secondary,no,926.0,yes,no,cellular,7,169,2.0,-1,0.0,unknown,no
4804,28.0,management,single,secondary,no,171.0,no,n,cellular,3,93,1.0,-1,0.0,unknown,yes
4805,28.0,self-employed,married,tertiary,no,120.0,yes,yes,unknown,5,0,3.0,-1,0.0,unknown,no
4806,32.0,technician,married,secondary,no,4.0,no,n,cellular,2,145,2.0,260,4.0,failure,no
4807,34.0,self-employed,single,tertiary,no,693.0,yes,n,cellular,7,130,1.0,-1,0.0,unknown,no
4808,45.0,self-employed,married,primary,no,750.0,no,no,unknown,6,183,9.0,-1,0.0,unknown,no
4809,58.0,management,divorced,tertiary,no,1257.0,no,no,cellular,8,1536,1.0,-1,0.0,unknown,yes
4810,73.0,retired,married,primary,no,154.0,no,n,cellular,10,103,1.0,-1,0.0,unknown,no
4811,26.0,administrator,divorced,tertiary,no,278.0,yes,y,cellular,7,1467,1.0,-1,0.0,unknown,no
4812,57.0,services,married,primary,no,1896.0,no,no,cellular,7,248,4.0,-1,0.0,unknown,no
4813,48.0,management,divorced,tertiary,no,351.0,yes,n,cellular,4,725,3.0,-1,0.0,unknown,no
4814,52.0,technician,married,tertiary,no,7.0,no,yes,unknown,5,175,1.0,-1,0.0,unknown,no
4815,37.0,administrator,single,secondary,no,192.0,yes,n,unknown,5,105,2.0,-1,0.0,unknown,no
4816,47.0,technician,married,tertiary,no,3690.0,no,no,cellular,8,228,2.0,-1,0.0,unknown,no
4817,32.0,services,single,tertiary,no,0.0,no,no,cellular,8,23,1.0,-1,0.0,unknown,no
4818,26.0,technician,single,secondary,no,3.0,yes,n,unknown,5,610,1.0,-1,0.0,unknown,no
4819,31.0,administrator,married,tertiary,no,-513.0,no,yes,cellular,7,124,1.0,-1,0.0,unknown,no
4820,48.0,administrator,divorced,secondary,no,1180.0,no,no,cellular,1,142,1.0,238,3.0,other,yes
4821,46.0,blue-collar,married,primary,no,494.0,yes,n,cellular,5,131,3.0,365,1.0,other,no
4822,48.0,management,married,secondary,no,117.0,yes,no,cellular,4,635,1.0,-1,0.0,unknown,no
4823,21.0,student,single,tertiary,no,1258.0,no,no,cellular,7,404,1.0,-1,0.0,unknown,no
4824,50.0,management,married,tertiary,no,4.0,no,n,cellular,8,143,2.0,-1,0.0,unknown,no
4825,39.0,services,married,secondary,no,3294.0,no,yes,cellular,11,116,1.0,-1,0.0,unknown,no
4826,33.0,management,married,tertiary,no,10000.0,yes,no,cellular,2,195,5.0,259,1.0,failure,no
4827,56.0,blue-collar,married,primary,no,246.0,yes,no,unknown,5,438,1.0,-1,0.0,unknown,no
4828,83.0,retired,divorced,primary,no,0.0,no,no,telephone,5,664,1.0,77,3.0,success,no
4829,50.0,blue-collar,married,primary,no,59.0,no,no,unknown,6,184,1.0,-1,0.0,unknown,no
4830,45.0,entrepreneur,married,primary,no,1953.0,yes,n,unknown,5,95,3.0,-1,0.0,unknown,no
4831,50.0,services,divorced,secondary,no,28.0,yes,yes,unknown,5,313,2.0,-1,0.0,unknown,no
4832,34.0,self-employed,single,tertiary,no,462.0,no,no,cellular,8,1877,3.0,-1,0.0,unknown,yes
4833,43.0,administrator,married,secondary,no,672.0,yes,no,unknown,6,14,6.0,-1,0.0,unknown,no
4834,50.0,services,married,secondary,no,1545.0,no,no,cellular,8,56,8.0,-1,0.0,unknown,no
4835,31.0,administrator,single,secondary,no,5248.0,no,yes,cellular,7,368,1.0,-1,0.0,unknown,no
4836,36.0,administrator,divorced,secondary,no,0.0,yes,n,unknown,5,133,1.0,-1,0.0,unknown,no
4837,33.0,administrator,married,secondary,no,95.0,yes,no,cellular,8,155,1.0,102,1.0,success,no
4838,28.0,blue-collar,single,primary,no,54.0,yes,no,cellular,5,533,1.0,371,1.0,other,yes
4839,59.0,administrator,single,secondary,no,848.0,no,n,unknown,6,63,1.0,-1,0.0,unknown,no
4840,32.0,services,single,tertiary,no,1763.0,yes,no,cellular,5,163,2.0,-1,0.0,unknown,no
4841,41.0,technician,single,secondary,no,-618.0,yes,y,cellular,7,215,1.0,-1,0.0,unknown,no
4842,49.0,administrator,married,primary,no,468.0,no,no,cellular,8,608,2.0,-1,0.0,unknown,no
4843,38.0,blue-collar,married,primary,no,1576.0,yes,no,cellular,4,144,1.0,328,2.0,other,no
4844,34.0,blue-collar,married,secondary,no,2137.0,no,no,unknown,5,245,4.0,-1,0.0,unknown,no
4845,37.0,management,married,tertiary,no,0.0,no,no,cellular,8,96,1.0,-1,0.0,unknown,no
4846,38.0,blue-collar,married,secondary,no,121.0,yes,yes,cellular,7,80,2.0,-1,0.0,unknown,no
4847,44.0,entrepreneur,married,primary,no,58.0,yes,no,unknown,5,113,3.0,-1,0.0,unknown,no
4848,37.0,blue-collar,single,secondary,no,690.0,yes,no,cellular,11,105,1.0,179,2.0,failure,no
4849,32.0,technician,single,tertiary,no,0.0,yes,no,unknown,5,104,2.0,-1,0.0,unknown,no
4850,49.0,unemployed,married,tertiary,no,0.0,yes,n,cellular,2,772,2.0,-1,0.0,unknown,no
4851,32.0,services,single,secondary,no,32.0,no,no,unknown,11,190,4.0,-1,0.0,unknown,no
4852,32.0,blue-collar,married,primary,no,2114.0,yes,n,telephone,4,40,1.0,-1,0.0,unknown,no
4853,25.0,administrator,single,secondary,no,304.0,no,no,unknown,5,523,3.0,-1,0.0,unknown,no
4854,46.0,blue-collar,single,secondary,no,0.0,no,n,unknown,5,27,10.0,-1,0.0,unknown,no
4855,52.0,blue-collar,married,primary,no,17.0,yes,n,unknown,5,30,2.0,-1,0.0,unknown,no
4856,28.0,blue-collar,married,secondary,no,-185.0,yes,yes,unknown,5,170,1.0,-1,0.0,unknown,no
4857,27.0,blue-collar,married,primary,yes,-588.0,no,no,unknown,5,531,2.0,-1,0.0,unknown,no
4858,47.0,blue-collar,married,primary,no,1112.0,yes,n,cellular,5,129,1.0,-1,0.0,unknown,no
4859,26.0,blue-collar,single,secondary,no,4751.0,no,no,cellular,2,231,3.0,-1,0.0,unknown,no
4860,31.0,blue-collar,single,secondary,no,6982.0,yes,no,unknown,5,353,1.0,-1,0.0,unknown,no
4861,31.0,administrator,single,secondary,no,4388.0,yes,n,unknown,5,182,2.0,-1,0.0,unknown,no
4862,41.0,entrepreneur,married,secondary,no,8491.0,yes,no,cellular,11,929,1.0,-1,0.0,unknown,yes
4863,38.0,technician,married,secondary,no,821.0,yes,yes,unknown,5,78,1.0,-1,0.0,unknown,no
4864,65.0,retired,married,primary,no,2173.0,no,no,cellular,1,543,4.0,276,1.0,failure,no
4865,51.0,blue-collar,married,secondary,no,2007.0,yes,n,cellular,8,1226,3.0,-1,0.0,unknown,yes
4866,37.0,services,married,secondary,no,580.0,yes,n,unknown,6,469,2.0,-1,0.0,unknown,no
4867,38.0,administrator,divorced,secondary,no,485.0,yes,n,cellular,2,252,1.0,-1,0.0,unknown,no
4868,43.0,administrator,divorced,secondary,no,0.0,no,no,cellular,7,106,4.0,-1,0.0,unknown,no
4869,39.0,technician,single,secondary,no,3867.0,no,no,cellular,8,257,12.0,-1,0.0,unknown,no
4870,44.0,management,divorced,tertiary,no,-90.0,yes,no,cellular,7,472,1.0,-1,0.0,unknown,no
4871,32.0,technician,single,tertiary,no,1012.0,no,n,cellular,4,178,1.0,-1,0.0,unknown,no
4872,30.0,entrepreneur,single,secondary,no,638.0,no,n,cellular,7,358,6.0,-1,0.0,unknown,no
4873,32.0,services,married,secondary,no,0.0,yes,no,cellular,7,36,5.0,-1,0.0,unknown,no
4874,28.0,technician,single,tertiary,no,676.0,no,no,cellular,2,1138,2.0,-1,0.0,unknown,yes
4875,49.0,management,married,tertiary,no,5969.0,no,n,cellular,7,258,2.0,-1,0.0,unknown,no
4876,26.0,technician,single,secondary,no,3244.0,no,no,cellular,1,390,1.0,-1,0.0,unknown,no
4877,25.0,student,single,secondary,no,963.0,yes,no,cellular,7,28,1.0,-1,0.0,unknown,no
4878,47.0,technician,married,secondary,no,0.0,no,no,telephone,7,81,2.0,-1,0.0,unknown,no
4879,32.0,technician,single,secondary,no,7.0,no,no,cellular,8,75,4.0,-1,0.0,unknown,no
4880,39.0,management,married,unknown,no,1253.0,no,no,cellular,2,337,1.0,-1,0.0,unknown,no
4881,35.0,services,single,secondary,no,11.0,yes,no,cellular,7,294,1.0,-1,0.0,unknown,no
4882,31.0,blue-collar,single,primary,no,538.0,yes,n,cellular,5,703,4.0,-1,0.0,unknown,no
4883,30.0,blue-collar,married,primary,no,-5.0,yes,n,cellular,5,518,2.0,-1,0.0,unknown,no
4884,47.0,blue-collar,married,secondary,no,1484.0,no,no,cellular,11,297,1.0,119,3.0,failure,no
4885,50.0,blue-collar,married,primary,no,1580.0,yes,no,cellular,7,111,3.0,-1,0.0,unknown,no
4886,27.0,management,single,unknown,no,1029.0,yes,no,unknown,6,71,2.0,-1,0.0,unknown,no
4887,33.0,technician,single,secondary,no,4792.0,no,no,cellular,5,131,3.0,-1,0.0,unknown,no
4888,33.0,management,single,tertiary,no,0.0,no,n,unknown,6,30,1.0,-1,0.0,unknown,no
4889,44.0,self-employed,married,secondary,no,5068.0,no,no,cellular,7,256,2.0,-1,0.0,unknown,no
4890,36.0,blue-collar,single,secondary,no,507.0,yes,n,cellular,5,210,1.0,-1,0.0,unknown,no
4891,32.0,blue-collar,married,primary,no,0.0,yes,yes,cellular,5,82,2.0,361,4.0,failure,no
4892,55.0,management,married,tertiary,no,979.0,no,yes,cellular,7,123,1.0,-1,0.0,unknown,no
4893,49.0,services,divorced,secondary,no,505.0,yes,n,unknown,5,162,1.0,-1,0.0,unknown,no
4894,36.0,technician,single,secondary,no,1615.0,yes,no,cellular,5,622,1.0,-1,0.0,unknown,no
4895,36.0,blue-collar,married,secondary,no,2357.0,yes,no,unknown,6,228,2.0,-1,0.0,unknown,no
4896,44.0,management,divorced,unknown,no,1784.0,no,yes,cellular,11,279,1.0,-1,0.0,unknown,no
4897,57.0,management,married,secondary,no,3381.0,yes,no,unknown,5,75,1.0,-1,0.0,unknown,no
4898,32.0,blue-collar,single,secondary,no,1036.0,yes,yes,unknown,5,62,2.0,-1,0.0,unknown,no
4899,32.0,technician,married,secondary,no,7696.0,yes,no,cellular,11,386,2.0,-1,0.0,unknown,no
